"Territorial Unit,""Year"",""Sex"",""Age"",""Limited"""
"United Kingdom,""2009"",""Women"",""25-29"",""0.051"""
"United Kingdom,""2009"",""Women"",""30-34"",""0.082"""
"United Kingdom,""2009"",""Women"",""35-39"",""0.077"""
"United Kingdom,""2009"",""Women"",""40-44"",""0.087"""
"United Kingdom,""2009"",""Women"",""45-49"",""0.088"""
"United Kingdom,""2009"",""Women"",""50-54"",""0.123"""
"United Kingdom,""2009"",""Women"",""55-59"",""0.202"""
"United Kingdom,""2009"",""Women"",""60-64"",""0.167"""
"United Kingdom,""2009"",""Women"",""65-69"",""0.172"""
"United Kingdom,""2009"",""Women"",""70-74"",""0.197"""
"United Kingdom,""2009"",""Women"",""75-79"",""0.209"""
"United Kingdom,""2009"",""Women"",""80-84"",""0.276"""
"United Kingdom,""2009"",""Women"",""85+"",""0.309"""
"United Kingdom,""2009"",""Men"",""16-19"",""0.028"""
"United Kingdom,""2009"",""Men"",""20-24"",""0.041"""
"United Kingdom,""2009"",""Men"",""25-29"",""0.047"""
"United Kingdom,""2009"",""Men"",""30-34"",""0.053"""
"United Kingdom,""2009"",""Men"",""35-39"",""0.068"""
"United Kingdom,""2009"",""Men"",""40-44"",""0.077"""
"United Kingdom,""2009"",""Men"",""45-49"",""0.113"""
"United Kingdom,""2009"",""Men"",""50-54"",""0.113"""
"United Kingdom,""2009"",""Men"",""55-59"",""0.124"""
"United Kingdom,""2009"",""Men"",""60-64"",""0.186"""
"United Kingdom,""2009"",""Men"",""65-69"",""0.182"""
"United Kingdom,""2009"",""Men"",""70-74"",""0.214"""
"United Kingdom,""2009"",""Men"",""75-79"",""0.205"""
"United Kingdom,""2009"",""Men"",""80-84"",""0.197"""
"United Kingdom,""2009"",""Men"",""85+"",""0.201"""
"Austria,""2010"",""Women"",""16-19"",""0.036"""
"Austria,""2010"",""Women"",""20-24"",""0.066"""
"Austria,""2010"",""Women"",""25-29"",""0.055"""
"Austria,""2010"",""Women"",""30-34"",""0.084"""
"Austria,""2010"",""Women"",""35-39"",""0.126"""
"Austria,""2010"",""Women"",""40-44"",""0.124"""
"Austria,""2010"",""Women"",""45-49"",""0.184"""
"Austria,""2010"",""Women"",""50-54"",""0.214"""
"Austria,""2010"",""Women"",""55-59"",""0.267"""
"Austria,""2010"",""Women"",""60-64"",""0.293"""
"Austria,""2010"",""Women"",""65-69"",""0.292"""
"Austria,""2010"",""Women"",""70-74"",""0.354"""
"Austria,""2010"",""Women"",""75-79"",""0.377"""
"Austria,""2010"",""Women"",""80-84"",""0.38"""
"Austria,""2010"",""Women"",""85+"",""0.33"""
"Austria,""2010"",""Men"",""16-19"",""0.057"""
"Austria,""2010"",""Men"",""20-24"",""0.076"""
"Austria,""2010"",""Men"",""25-29"",""0.107"""
"Austria,""2010"",""Men"",""30-34"",""0.091"""
"Austria,""2010"",""Men"",""35-39"",""0.136"""
"Austria,""2010"",""Men"",""40-44"",""0.139"""
"Austria,""2010"",""Men"",""45-49"",""0.154"""
"Austria,""2010"",""Men"",""50-54"",""0.184"""
"Austria,""2010"",""Men"",""55-59"",""0.326"""
"Austria,""2010"",""Men"",""60-64"",""0.308"""
"Austria,""2010"",""Men"",""65-69"",""0.288"""
"Austria,""2010"",""Men"",""70-74"",""0.289"""
"Austria,""2010"",""Men"",""75-79"",""0.344"""
"Austria,""2010"",""Men"",""80-84"",""0.339"""
"Austria,""2010"",""Men"",""85+"",""0.298"""
"Belgium,""2010"",""Women"",""16-19"",""0.108"""
"Belgium,""2010"",""Women"",""20-24"",""0.058"""
"Belgium,""2010"",""Women"",""25-29"",""0.085"""
"Belgium,""2010"",""Women"",""30-34"",""0.08"""
"Belgium,""2010"",""Women"",""35-39"",""0.108"""
"Belgium,""2010"",""Women"",""40-44"",""0.145"""
"Belgium,""2010"",""Women"",""45-49"",""0.162"""
"Belgium,""2010"",""Women"",""50-54"",""0.169"""
"Belgium,""2010"",""Women"",""55-59"",""0.196"""
"Belgium,""2010"",""Women"",""60-64"",""0.213"""
"Belgium,""2010"",""Women"",""65-69"",""0.294"""
"Belgium,""2010"",""Women"",""70-74"",""0.304"""
"Belgium,""2010"",""Women"",""75-79"",""0.321"""
"Belgium,""2010"",""Women"",""80-84"",""0.353"""
"Belgium,""2010"",""Women"",""85+"",""0.332"""
"Belgium,""2010"",""Men"",""16-19"",""0.041"""
"Belgium,""2010"",""Men"",""20-24"",""0.032"""
"Belgium,""2010"",""Men"",""25-29"",""0.036"""
"Belgium,""2010"",""Men"",""30-34"",""0.084"""
"Belgium,""2010"",""Men"",""35-39"",""0.084"""
"Belgium,""2010"",""Men"",""40-44"",""0.118"""
"Belgium,""2010"",""Men"",""45-49"",""0.121"""
"Belgium,""2010"",""Men"",""50-54"",""0.147"""
"Belgium,""2010"",""Men"",""55-59"",""0.156"""
"Belgium,""2010"",""Men"",""60-64"",""0.202"""
"Belgium,""2010"",""Men"",""65-69"",""0.197"""
"Belgium,""2010"",""Men"",""70-74"",""0.225"""
"Belgium,""2010"",""Men"",""75-79"",""0.294"""
"Belgium,""2010"",""Men"",""80-84"",""0.369"""
"Belgium,""2010"",""Men"",""85+"",""0.284"""
"Denmark,""2010"",""Women"",""16-19"",""0.184"""
"Denmark,""2010"",""Women"",""20-24"",""0.173"""
"Denmark,""2010"",""Women"",""25-29"",""0.131"""
"Denmark,""2010"",""Women"",""30-34"",""0.134"""
"Denmark,""2010"",""Women"",""35-39"",""0.169"""
"Denmark,""2010"",""Women"",""40-44"",""0.14"""
"Denmark,""2010"",""Women"",""45-49"",""0.215"""
"Denmark,""2010"",""Women"",""50-54"",""0.199"""
"Denmark,""2010"",""Women"",""55-59"",""0.231"""
"Denmark,""2010"",""Women"",""60-64"",""0.199"""
"Denmark,""2010"",""Women"",""65-69"",""0.2"""
"Denmark,""2010"",""Women"",""70-74"",""0.191"""
"Denmark,""2010"",""Women"",""75-79"",""0.223"""
"Denmark,""2010"",""Women"",""80-84"",""0.316"""
"Denmark,""2010"",""Women"",""85+"",""0.333"""
"Denmark,""2010"",""Men"",""16-19"",""0.111"""
"Denmark,""2010"",""Men"",""20-24"",""0.161"""
"Denmark,""2010"",""Men"",""25-29"",""0.096"""
"Denmark,""2010"",""Men"",""30-34"",""0.105"""
"Denmark,""2010"",""Men"",""35-39"",""0.124"""
"Denmark,""2010"",""Men"",""40-44"",""0.145"""
"Denmark,""2010"",""Men"",""45-49"",""0.151"""
"Denmark,""2010"",""Men"",""50-54"",""0.151"""
"Denmark,""2010"",""Men"",""55-59"",""0.151"""
"Denmark,""2010"",""Men"",""60-64"",""0.166"""
"Denmark,""2010"",""Men"",""65-69"",""0.217"""
"Denmark,""2010"",""Men"",""70-74"",""0.163"""
"Denmark,""2010"",""Men"",""75-79"",""0.151"""
"Denmark,""2010"",""Men"",""80-84"",""0.173"""
"Denmark,""2010"",""Men"",""85+"",""0.429"""
"Finland,""2010"",""Women"",""16-19"",""0.142"""
"Finland,""2010"",""Women"",""20-24"",""0.129"""
"Finland,""2010"",""Women"",""25-29"",""0.144"""
"Finland,""2010"",""Women"",""30-34"",""0.229"""
"Finland,""2010"",""Women"",""35-39"",""0.176"""
"Finland,""2010"",""Women"",""40-44"",""0.234"""
"Finland,""2010"",""Women"",""45-49"",""0.213"""
"Finland,""2010"",""Women"",""50-54"",""0.271"""
"Finland,""2010"",""Women"",""55-59"",""0.273"""
"Finland,""2010"",""Women"",""60-64"",""0.332"""
"Finland,""2010"",""Women"",""65-69"",""0.342"""
"Finland,""2010"",""Women"",""70-74"",""0.399"""
"Finland,""2010"",""Women"",""75-79"",""0.372"""
"Finland,""2010"",""Women"",""80-84"",""0.41"""
"Finland,""2010"",""Women"",""85+"",""0.415"""
"Finland,""2010"",""Men"",""16-19"",""0.082"""
"Finland,""2010"",""Men"",""20-24"",""0.128"""
"Finland,""2010"",""Men"",""25-29"",""0.116"""
"Finland,""2010"",""Men"",""30-34"",""0.15"""
"Finland,""2010"",""Men"",""35-39"",""0.134"""
"Finland,""2010"",""Men"",""40-44"",""0.176"""
"Finland,""2010"",""Men"",""45-49"",""0.139"""
"Finland,""2010"",""Men"",""50-54"",""0.171"""
"Finland,""2010"",""Men"",""55-59"",""0.256"""
"Finland,""2010"",""Men"",""60-64"",""0.308"""
"Finland,""2010"",""Men"",""65-69"",""0.262"""
"Finland,""2010"",""Men"",""70-74"",""0.321"""
"Finland,""2010"",""Men"",""75-79"",""0.385"""
"Finland,""2010"",""Men"",""80-84"",""0.389"""
"Finland,""2010"",""Men"",""85+"",""0.396"""
"France,""2010"",""Women"",""16-19"",""0.071"""
"France,""2010"",""Women"",""20-24"",""0.074"""
"France,""2010"",""Women"",""25-29"",""0.067"""
"France,""2010"",""Women"",""30-34"",""0.075"""
"France,""2010"",""Women"",""35-39"",""0.102"""
"France,""2010"",""Women"",""40-44"",""0.126"""
"France,""2010"",""Women"",""45-49"",""0.127"""
"France,""2010"",""Women"",""50-54"",""0.188"""
"France,""2010"",""Women"",""55-59"",""0.176"""
"France,""2010"",""Women"",""60-64"",""0.212"""
"France,""2010"",""Women"",""65-69"",""0.236"""
"France,""2010"",""Women"",""70-74"",""0.318"""
"France,""2010"",""Women"",""75-79"",""0.304"""
"France,""2010"",""Women"",""80-84"",""0.383"""
"France,""2010"",""Women"",""85+"",""0.28"""
"France,""2010"",""Men"",""16-19"",""0.054"""
"France,""2010"",""Men"",""20-24"",""0.064"""
"France,""2010"",""Men"",""25-29"",""0.048"""
"France,""2010"",""Men"",""30-34"",""0.094"""
"France,""2010"",""Men"",""35-39"",""0.085"""
"France,""2010"",""Men"",""40-44"",""0.111"""
"France,""2010"",""Men"",""45-49"",""0.14"""
"France,""2010"",""Men"",""50-54"",""0.171"""
"France,""2010"",""Men"",""55-59"",""0.159"""
"France,""2010"",""Men"",""60-64"",""0.193"""
"France,""2010"",""Men"",""65-69"",""0.226"""
"France,""2010"",""Men"",""70-74"",""0.264"""
"France,""2010"",""Men"",""75-79"",""0.325"""
"France,""2010"",""Men"",""80-84"",""0.314"""
"France,""2010"",""Men"",""85+"",""0.362"""
"Germany,""2010"",""Women"",""16-19"",""0.06"""
"Germany,""2010"",""Women"",""20-24"",""0.068"""
"Germany,""2010"",""Women"",""25-29"",""0.092"""
"Germany,""2010"",""Women"",""30-34"",""0.127"""
"Germany,""2010"",""Women"",""35-39"",""0.139"""
"Germany,""2010"",""Women"",""40-44"",""0.145"""
"Germany,""2010"",""Women"",""45-49"",""0.202"""
"Germany,""2010"",""Women"",""50-54"",""0.23"""
"Germany,""2010"",""Women"",""55-59"",""0.271"""
"Germany,""2010"",""Women"",""60-64"",""0.334"""
"Germany,""2010"",""Women"",""65-69"",""0.345"""
"Germany,""2010"",""Women"",""70-74"",""0.405"""
"Germany,""2010"",""Women"",""75-79"",""0.43"""
"Germany,""2010"",""Women"",""80-84"",""0.407"""
"Germany,""2010"",""Women"",""85+"",""0.328"""
"Germany,""2010"",""Men"",""16-19"",""0.065"""
"Germany,""2010"",""Men"",""20-24"",""0.086"""
"Germany,""2010"",""Men"",""25-29"",""0.069"""
"Germany,""2010"",""Men"",""30-34"",""0.076"""
"Germany,""2010"",""Men"",""35-39"",""0.101"""
"Germany,""2010"",""Men"",""40-44"",""0.129"""
"Germany,""2010"",""Men"",""45-49"",""0.194"""
"Germany,""2010"",""Men"",""50-54"",""0.202"""
"Germany,""2010"",""Men"",""55-59"",""0.264"""
"Germany,""2010"",""Men"",""60-64"",""0.275"""
"Germany,""2010"",""Men"",""65-69"",""0.355"""
"Germany,""2010"",""Men"",""70-74"",""0.378"""
"Germany,""2010"",""Men"",""75-79"",""0.374"""
"Germany,""2010"",""Men"",""80-84"",""0.44"""
"Germany,""2010"",""Men"",""85+"",""0.447"""
"Greece,""2010"",""Women"",""16-19"",""0"""
"Greece,""2010"",""Women"",""20-24"",""0.002"""
"Greece,""2010"",""Women"",""25-29"",""0.007"""
"Greece,""2010"",""Women"",""30-34"",""0.012"""
"Greece,""2010"",""Women"",""35-39"",""0.021"""
"Greece,""2010"",""Women"",""40-44"",""0.054"""
"Greece,""2010"",""Women"",""45-49"",""0.086"""
"Greece,""2010"",""Women"",""50-54"",""0.071"""
"Greece,""2010"",""Women"",""55-59"",""0.096"""
"Greece,""2010"",""Women"",""60-64"",""0.184"""
"Greece,""2010"",""Women"",""65-69"",""0.25"""
"Greece,""2010"",""Women"",""70-74"",""0.333"""
"Greece,""2010"",""Women"",""75-79"",""0.301"""
"Greece,""2010"",""Women"",""80-84"",""0.359"""
"Greece,""2010"",""Women"",""85+"",""0.292"""
"Greece,""2010"",""Men"",""16-19"",""0.01"""
"Greece,""2010"",""Men"",""20-24"",""0.002"""
"Greece,""2010"",""Men"",""25-29"",""0.006"""
"Greece,""2010"",""Men"",""30-34"",""0.015"""
"Greece,""2010"",""Men"",""35-39"",""0.035"""
"Greece,""2010"",""Men"",""40-44"",""0.018"""
"Greece,""2010"",""Men"",""45-49"",""0.051"""
"Greece,""2010"",""Men"",""50-54"",""0.069"""
"Greece,""2010"",""Men"",""55-59"",""0.114"""
"Greece,""2010"",""Men"",""60-64"",""0.16"""
"Greece,""2010"",""Men"",""65-69"",""0.219"""
"Greece,""2010"",""Men"",""70-74"",""0.279"""
"Greece,""2010"",""Men"",""75-79"",""0.331"""
"Greece,""2010"",""Men"",""80-84"",""0.324"""
"Greece,""2010"",""Men"",""85+"",""0.311"""
"Ireland,""2010"",""Women"",""16-19"",""0.053"""
"Ireland,""2010"",""Women"",""20-24"",""0.083"""
"Ireland,""2010"",""Women"",""25-29"",""0.079"""
"Ireland,""2010"",""Women"",""30-34"",""0.058"""
"Ireland,""2010"",""Women"",""35-39"",""0.08"""
"Ireland,""2010"",""Women"",""40-44"",""0.121"""
"Ireland,""2010"",""Women"",""45-49"",""0.121"""
"Ireland,""2010"",""Women"",""50-54"",""0.132"""
"Ireland,""2010"",""Women"",""55-59"",""0.166"""
"Ireland,""2010"",""Women"",""60-64"",""0.218"""
"Ireland,""2010"",""Women"",""65-69"",""0.239"""
"Ireland,""2010"",""Women"",""70-74"",""0.228"""
"Ireland,""2010"",""Women"",""75-79"",""0.331"""
"Ireland,""2010"",""Women"",""80-84"",""0.45"""
"Ireland,""2010"",""Women"",""85+"",""0.323"""
"Ireland,""2010"",""Men"",""16-19"",""0.017"""
"Ireland,""2010"",""Men"",""20-24"",""0.021"""
"Ireland,""2010"",""Men"",""25-29"",""0.062"""
"Ireland,""2010"",""Men"",""30-34"",""0.048"""
"Ireland,""2010"",""Men"",""35-39"",""0.063"""
"Ireland,""2010"",""Men"",""40-44"",""0.075"""
"Ireland,""2010"",""Men"",""45-49"",""0.091"""
"Ireland,""2010"",""Men"",""50-54"",""0.15"""
"Ireland,""2010"",""Men"",""55-59"",""0.21"""
"Ireland,""2010"",""Men"",""60-64"",""0.185"""
"Ireland,""2010"",""Men"",""65-69"",""0.256"""
"Ireland,""2010"",""Men"",""70-74"",""0.187"""
"Ireland,""2010"",""Men"",""75-79"",""0.278"""
"Ireland,""2010"",""Men"",""80-84"",""0.3"""
"Ireland,""2010"",""Men"",""85+"",""0.278"""
"Italy,""2010"",""Women"",""16-19"",""0.03"""
"Italy,""2010"",""Women"",""20-24"",""0.019"""
"Italy,""2010"",""Women"",""25-29"",""0.038"""
"Italy,""2010"",""Women"",""30-34"",""0.042"""
"Italy,""2010"",""Women"",""35-39"",""0.071"""
"Italy,""2010"",""Women"",""40-44"",""0.088"""
"Italy,""2010"",""Women"",""45-49"",""0.106"""
"Italy,""2010"",""Women"",""50-54"",""0.138"""
"Italy,""2010"",""Women"",""55-59"",""0.151"""
"Italy,""2010"",""Women"",""60-64"",""0.196"""
"Italy,""2010"",""Women"",""65-69"",""0.285"""
"Italy,""2010"",""Women"",""70-74"",""0.316"""
"Italy,""2010"",""Women"",""75-79"",""0.386"""
"Italy,""2010"",""Women"",""80-84"",""0.416"""
"Italy,""2010"",""Women"",""85+"",""0.368"""
"Italy,""2010"",""Men"",""16-19"",""0.017"""
"Italy,""2010"",""Men"",""20-24"",""0.021"""
"Italy,""2010"",""Men"",""25-29"",""0.031"""
"Italy,""2010"",""Men"",""30-34"",""0.04"""
"Italy,""2010"",""Men"",""35-39"",""0.031"""
"Italy,""2010"",""Men"",""40-44"",""0.075"""
"Italy,""2010"",""Men"",""45-49"",""0.091"""
"Italy,""2010"",""Men"",""50-54"",""0.124"""
"Italy,""2010"",""Men"",""55-59"",""0.143"""
"Italy,""2010"",""Men"",""60-64"",""0.164"""
"Italy,""2010"",""Men"",""65-69"",""0.234"""
"Italy,""2010"",""Men"",""70-74"",""0.255"""
"Italy,""2010"",""Men"",""75-79"",""0.303"""
"Italy,""2010"",""Men"",""80-84"",""0.349"""
"Italy,""2010"",""Men"",""85+"",""0.391"""
"Luxembourg,""2010"",""Women"",""16-19"",""0.077"""
"Luxembourg,""2010"",""Women"",""20-24"",""0.087"""
"Luxembourg,""2010"",""Women"",""25-29"",""0.061"""
"Luxembourg,""2010"",""Women"",""30-34"",""0.054"""
"Luxembourg,""2010"",""Women"",""35-39"",""0.11"""
"Luxembourg,""2010"",""Women"",""40-44"",""0.099"""
"Luxembourg,""2010"",""Women"",""45-49"",""0.154"""
"Luxembourg,""2010"",""Women"",""50-54"",""0.143"""
"Luxembourg,""2010"",""Women"",""55-59"",""0.212"""
"Luxembourg,""2010"",""Women"",""60-64"",""0.204"""
"Luxembourg,""2010"",""Women"",""65-69"",""0.189"""
"Luxembourg,""2010"",""Women"",""70-74"",""0.264"""
"Luxembourg,""2010"",""Women"",""75-79"",""0.347"""
"Luxembourg,""2010"",""Women"",""80-84"",""0.322"""
"Luxembourg,""2010"",""Women"",""85+"",""0.313"""
"Luxembourg,""2010"",""Men"",""16-19"",""0.038"""
"Luxembourg,""2010"",""Men"",""20-24"",""0.037"""
"Luxembourg,""2010"",""Men"",""25-29"",""0.065"""
"Luxembourg,""2010"",""Men"",""30-34"",""0.089"""
"Luxembourg,""2010"",""Men"",""35-39"",""0.096"""
"Luxembourg,""2010"",""Men"",""40-44"",""0.108"""
"Luxembourg,""2010"",""Men"",""45-49"",""0.119"""
"Luxembourg,""2010"",""Men"",""50-54"",""0.198"""
"Luxembourg,""2010"",""Men"",""55-59"",""0.191"""
"Luxembourg,""2010"",""Men"",""60-64"",""0.184"""
"Luxembourg,""2010"",""Men"",""65-69"",""0.234"""
"Luxembourg,""2010"",""Men"",""70-74"",""0.224"""
"Luxembourg,""2010"",""Men"",""75-79"",""0.274"""
"Luxembourg,""2010"",""Men"",""80-84"",""0.242"""
"Luxembourg,""2010"",""Men"",""85+"",""0.28"""
"Netherlands,""2010"",""Women"",""16-19"",""0.15"""
"Netherlands,""2010"",""Women"",""20-24"",""0.126"""
"Netherlands,""2010"",""Women"",""25-29"",""0.137"""
"Netherlands,""2010"",""Women"",""30-34"",""0.111"""
"Netherlands,""2010"",""Women"",""35-39"",""0.119"""
"Netherlands,""2010"",""Women"",""40-44"",""0.212"""
"Netherlands,""2010"",""Women"",""45-49"",""0.246"""
"Netherlands,""2010"",""Women"",""50-54"",""0.247"""
"Netherlands,""2010"",""Women"",""55-59"",""0.287"""
"Netherlands,""2010"",""Women"",""60-64"",""0.314"""
"Netherlands,""2010"",""Women"",""65-69"",""0.349"""
"Netherlands,""2010"",""Women"",""70-74"",""0.385"""
"Netherlands,""2010"",""Women"",""75-79"",""0.474"""
"Netherlands,""2010"",""Women"",""80-84"",""0.476"""
"Netherlands,""2010"",""Women"",""85+"",""0.463"""
"Netherlands,""2010"",""Men"",""16-19"",""0.105"""
"Netherlands,""2010"",""Men"",""20-24"",""0.068"""
"Netherlands,""2010"",""Men"",""25-29"",""0.103"""
"Netherlands,""2010"",""Men"",""30-34"",""0.144"""
"Netherlands,""2010"",""Men"",""35-39"",""0.084"""
"Netherlands,""2010"",""Men"",""40-44"",""0.173"""
"Netherlands,""2010"",""Men"",""45-49"",""0.185"""
"Netherlands,""2010"",""Men"",""50-54"",""0.221"""
"Netherlands,""2010"",""Men"",""55-59"",""0.203"""
"Netherlands,""2010"",""Men"",""60-64"",""0.223"""
"Netherlands,""2010"",""Men"",""65-69"",""0.29"""
"Netherlands,""2010"",""Men"",""70-74"",""0.328"""
"Netherlands,""2010"",""Men"",""75-79"",""0.389"""
"Netherlands,""2010"",""Men"",""80-84"",""0.371"""
"Netherlands,""2010"",""Men"",""85+"",""0.384"""
"Portugal,""2010"",""Women"",""16-19"",""0.077"""
"Portugal,""2010"",""Women"",""20-24"",""0.091"""
"Portugal,""2010"",""Women"",""25-29"",""0.086"""
"Portugal,""2010"",""Women"",""30-34"",""0.089"""
"Portugal,""2010"",""Women"",""35-39"",""0.149"""
"Portugal,""2010"",""Women"",""40-44"",""0.168"""
"Portugal,""2010"",""Women"",""45-49"",""0.221"""
"Portugal,""2010"",""Women"",""50-54"",""0.256"""
"Portugal,""2010"",""Women"",""55-59"",""0.406"""
"Portugal,""2010"",""Women"",""60-64"",""0.378"""
"Portugal,""2010"",""Women"",""65-69"",""0.464"""
"Portugal,""2010"",""Women"",""70-74"",""0.51"""
"Portugal,""2010"",""Women"",""75-79"",""0.476"""
"Portugal,""2010"",""Women"",""80-84"",""0.375"""
"Portugal,""2010"",""Women"",""85+"",""0.381"""
"Portugal,""2010"",""Men"",""16-19"",""0.066"""
"Portugal,""2010"",""Men"",""20-24"",""0.07"""
"Portugal,""2010"",""Men"",""25-29"",""0.041"""
"Portugal,""2010"",""Men"",""30-34"",""0.095"""
"Portugal,""2010"",""Men"",""35-39"",""0.09"""
"Portugal,""2010"",""Men"",""40-44"",""0.1"""
"Portugal,""2010"",""Men"",""45-49"",""0.144"""
"Portugal,""2010"",""Men"",""50-54"",""0.166"""
"Portugal,""2010"",""Men"",""55-59"",""0.245"""
"Portugal,""2010"",""Men"",""60-64"",""0.294"""
"Portugal,""2010"",""Men"",""65-69"",""0.279"""
"Portugal,""2010"",""Men"",""70-74"",""0.394"""
"Portugal,""2010"",""Men"",""75-79"",""0.429"""
"Portugal,""2010"",""Men"",""80-84"",""0.47"""
"Portugal,""2010"",""Men"",""85+"",""0.428"""
"Spain,""2010"",""Women"",""16-19"",""0.045"""
"Spain,""2010"",""Women"",""20-24"",""0.056"""
"Spain,""2010"",""Women"",""25-29"",""0.084"""
"Spain,""2010"",""Women"",""30-34"",""0.099"""
"Spain,""2010"",""Women"",""35-39"",""0.097"""
"Spain,""2010"",""Women"",""40-44"",""0.12"""
"Spain,""2010"",""Women"",""45-49"",""0.156"""
"Spain,""2010"",""Women"",""50-54"",""0.189"""
"Spain,""2010"",""Women"",""55-59"",""0.249"""
"Spain,""2010"",""Women"",""60-64"",""0.289"""
"Spain,""2010"",""Women"",""65-69"",""0.366"""
"Spain,""2010"",""Women"",""70-74"",""0.384"""
"Spain,""2010"",""Women"",""75-79"",""0.443"""
"Spain,""2010"",""Women"",""80-84"",""0.455"""
"Spain,""2010"",""Women"",""85+"",""0.424"""
"Spain,""2010"",""Men"",""16-19"",""0.04"""
"Spain,""2010"",""Men"",""20-24"",""0.035"""
"Spain,""2010"",""Men"",""25-29"",""0.044"""
"Spain,""2010"",""Men"",""30-34"",""0.069"""
"Spain,""2010"",""Men"",""35-39"",""0.083"""
"Spain,""2010"",""Men"",""40-44"",""0.108"""
"Spain,""2010"",""Men"",""45-49"",""0.122"""
"Spain,""2010"",""Men"",""50-54"",""0.151"""
"Spain,""2010"",""Men"",""55-59"",""0.189"""
"Spain,""2010"",""Men"",""60-64"",""0.249"""
"Spain,""2010"",""Men"",""65-69"",""0.284"""
"Spain,""2010"",""Men"",""70-74"",""0.348"""
"Spain,""2010"",""Men"",""75-79"",""0.385"""
"Spain,""2010"",""Men"",""80-84"",""0.39"""
"Spain,""2010"",""Men"",""85+"",""0.436"""
"Sweden,""2010"",""Women"",""16-19"",""0.078"""
"Sweden,""2010"",""Women"",""20-24"",""0.105"""
"Sweden,""2010"",""Women"",""25-29"",""0.092"""
"Sweden,""2010"",""Women"",""30-34"",""0.099"""
"Sweden,""2010"",""Women"",""35-39"",""0.113"""
"Sweden,""2010"",""Women"",""40-44"",""0.091"""
"Sweden,""2010"",""Women"",""45-49"",""0.121"""
"Sweden,""2010"",""Women"",""50-54"",""0.153"""
"Sweden,""2010"",""Women"",""55-59"",""0.185"""
"Sweden,""2010"",""Women"",""60-64"",""0.199"""
"Sweden,""2010"",""Women"",""65-69"",""0.184"""
"Sweden,""2010"",""Women"",""70-74"",""0.202"""
"Sweden,""2010"",""Women"",""75-79"",""0.225"""
"Sweden,""2010"",""Women"",""80-84"",""0.183"""
"Sweden,""2010"",""Women"",""85+"",""0.197"""
"Sweden,""2010"",""Men"",""16-19"",""0.021"""
"Sweden,""2010"",""Men"",""20-24"",""0.072"""
"Sweden,""2010"",""Men"",""25-29"",""0.077"""
"Sweden,""2010"",""Men"",""30-34"",""0.092"""
"Sweden,""2010"",""Men"",""35-39"",""0.092"""
"Sweden,""2010"",""Men"",""40-44"",""0.111"""
"Sweden,""2010"",""Men"",""45-49"",""0.122"""
"Sweden,""2010"",""Men"",""50-54"",""0.164"""
"Sweden,""2010"",""Men"",""55-59"",""0.114"""
"Sweden,""2010"",""Men"",""60-64"",""0.156"""
"Sweden,""2010"",""Men"",""65-69"",""0.172"""
"Sweden,""2010"",""Men"",""70-74"",""0.165"""
"Sweden,""2010"",""Men"",""75-79"",""0.177"""
"Sweden,""2010"",""Men"",""80-84"",""0.255"""
"Sweden,""2010"",""Men"",""85+"",""0.272"""
"United Kingdom,""2010"",""Women"",""16-19"",""0.074"""
"United Kingdom,""2010"",""Women"",""20-24"",""0.092"""
"United Kingdom,""2010"",""Women"",""25-29"",""0.075"""
"United Kingdom,""2010"",""Women"",""30-34"",""0.073"""
"United Kingdom,""2010"",""Women"",""35-39"",""0.101"""
"United Kingdom,""2010"",""Women"",""40-44"",""0.08"""
"United Kingdom,""2010"",""Women"",""45-49"",""0.124"""
"United Kingdom,""2010"",""Women"",""50-54"",""0.139"""
"United Kingdom,""2010"",""Women"",""55-59"",""0.15"""
"United Kingdom,""2010"",""Women"",""60-64"",""0.167"""
"United Kingdom,""2010"",""Women"",""65-69"",""0.186"""
"United Kingdom,""2010"",""Women"",""70-74"",""0.197"""
"United Kingdom,""2010"",""Women"",""75-79"",""0.24"""
"United Kingdom,""2010"",""Women"",""80-84"",""0.27"""
"United Kingdom,""2010"",""Women"",""85+"",""0.216"""
"United Kingdom,""2010"",""Men"",""16-19"",""0.033"""
"United Kingdom,""2010"",""Men"",""20-24"",""0.041"""
"United Kingdom,""2010"",""Men"",""25-29"",""0.052"""
"United Kingdom,""2010"",""Men"",""30-34"",""0.062"""
"United Kingdom,""2010"",""Men"",""35-39"",""0.055"""
"United Kingdom,""2010"",""Men"",""40-44"",""0.099"""
"United Kingdom,""2010"",""Men"",""45-49"",""0.106"""
"United Kingdom,""2010"",""Men"",""50-54"",""0.075"""
"United Kingdom,""2010"",""Men"",""55-59"",""0.128"""
"United Kingdom,""2010"",""Men"",""60-64"",""0.151"""
"United Kingdom,""2010"",""Men"",""65-69"",""0.169"""
"United Kingdom,""2010"",""Men"",""70-74"",""0.191"""
"United Kingdom,""2010"",""Men"",""75-79"",""0.207"""
"United Kingdom,""2010"",""Men"",""80-84"",""0.233"""
"United Kingdom,""2010"",""Men"",""85+"",""0.28"""
"Austria,""2011"",""Women"",""16-19"",""0.077"""
"Austria,""2011"",""Women"",""20-24"",""0.107"""
"Austria,""2011"",""Women"",""25-29"",""0.074"""
"Austria,""2011"",""Women"",""30-34"",""0.119"""
"Austria,""2011"",""Women"",""35-39"",""0.163"""
"Austria,""2011"",""Women"",""40-44"",""0.164"""
"Austria,""2011"",""Women"",""45-49"",""0.155"""
