"Territorial Unit","Year","Sex","Age","Not Limited"
"Spain","2015","Women","55-59","0.709"
"Spain","2015","Women","60-64","0.634"
"Spain","2015","Women","65-69","0.583"
"Spain","2015","Women","70-74","0.543"
"Spain","2015","Women","75-79","0.351"
"Spain","2015","Women","80-84","0.289"
"Spain","2015","Women","85+","0.153"
"Spain","2015","Men","16-19","0.926"
"Spain","2015","Men","20-24","0.94"
"Spain","2015","Men","25-29","0.923"
"Spain","2015","Men","30-34","0.93"
"Spain","2015","Men","35-39","0.901"
"Spain","2015","Men","40-44","0.872"
"Spain","2015","Men","45-49","0.8"
"Spain","2015","Men","50-54","0.773"
"Spain","2015","Men","55-59","0.766"
"Spain","2015","Men","60-64","0.63"
"Spain","2015","Men","65-69","0.661"
"Spain","2015","Men","70-74","0.597"
"Spain","2015","Men","75-79","0.499"
"Spain","2015","Men","80-84","0.342"
"Spain","2015","Men","85+","0.262"
"Sweden","2015","Women","16-19","0.932"
"Sweden","2015","Women","20-24","0.901"
"Sweden","2015","Women","25-29","0.96"
"Sweden","2015","Women","30-34","0.885"
"Sweden","2015","Women","35-39","0.906"
"Sweden","2015","Women","40-44","0.888"
"Sweden","2015","Women","45-49","0.866"
"Sweden","2015","Women","50-54","0.857"
"Sweden","2015","Women","55-59","0.824"
"Sweden","2015","Women","60-64","0.861"
"Sweden","2015","Women","65-69","0.85"
"Sweden","2015","Women","70-74","0.85"
"Sweden","2015","Women","75-79","0.8"
"Sweden","2015","Women","80-84","0.798"
"Sweden","2015","Women","85+","0.602"
"Sweden","2015","Men","16-19","0.945"
"Sweden","2015","Men","20-24","0.945"
"Sweden","2015","Men","25-29","0.96"
"Sweden","2015","Men","30-34","0.96"
"Sweden","2015","Men","35-39","0.952"
"Sweden","2015","Men","40-44","0.964"
"Sweden","2015","Men","45-49","0.949"
"Sweden","2015","Men","50-54","0.917"
"Sweden","2015","Men","55-59","0.907"
"Sweden","2015","Men","60-64","0.857"
"Sweden","2015","Men","65-69","0.891"
"Sweden","2015","Men","70-74","0.877"
"Sweden","2015","Men","75-79","0.88"
"Sweden","2015","Men","80-84","0.724"
"Sweden","2015","Men","85+","0.708"
"United Kingdom","2015","Women","16-19","0.882"
"United Kingdom","2015","Women","20-24","0.899"
"United Kingdom","2015","Women","25-29","0.88"
"United Kingdom","2015","Women","30-34","0.879"
"United Kingdom","2015","Women","35-39","0.874"
"United Kingdom","2015","Women","40-44","0.812"
"United Kingdom","2015","Women","45-49","0.787"
"United Kingdom","2015","Women","50-54","0.736"
"United Kingdom","2015","Women","55-59","0.71"
"United Kingdom","2015","Women","60-64","0.66"
"United Kingdom","2015","Women","65-69","0.643"
"United Kingdom","2015","Women","70-74","0.585"
"United Kingdom","2015","Women","75-79","0.496"
"United Kingdom","2015","Women","80-84","0.416"
"United Kingdom","2015","Women","85+","0.294"
"United Kingdom","2015","Men","16-19","0.902"
"United Kingdom","2015","Men","20-24","0.907"
"United Kingdom","2015","Men","25-29","0.897"
"United Kingdom","2015","Men","30-34","0.887"
"United Kingdom","2015","Men","35-39","0.865"
"United Kingdom","2015","Men","40-44","0.855"
"United Kingdom","2015","Men","45-49","0.842"
"United Kingdom","2015","Men","50-54","0.785"
"United Kingdom","2015","Men","55-59","0.748"
"United Kingdom","2015","Men","60-64","0.718"
"United Kingdom","2015","Men","65-69","0.643"
"United Kingdom","2015","Men","70-74","0.62"
"United Kingdom","2015","Men","75-79","0.57"
"United Kingdom","2015","Men","80-84","0.424"
"United Kingdom","2015","Men","85+","0.387"
"Austria","2016","Women","16-19","0.891"
"Austria","2016","Women","20-24","0.875"
"Austria","2016","Women","25-29","0.861"
"Austria","2016","Women","30-34","0.776"
"Austria","2016","Women","35-39","0.792"
"Austria","2016","Women","40-44","0.737"
"Austria","2016","Women","45-49","0.698"
"Austria","2016","Women","50-54","0.59"
"Austria","2016","Women","55-59","0.521"
"Austria","2016","Women","60-64","0.599"
"Austria","2016","Women","65-69","0.517"
"Austria","2016","Women","70-74","0.462"
"Austria","2016","Women","75-79","0.322"
"Austria","2016","Women","80-84","0.245"
"Austria","2016","Women","85+","0.123"
"Austria","2016","Men","16-19","0.866"
"Austria","2016","Men","20-24","0.861"
"Austria","2016","Men","25-29","0.85"
"Austria","2016","Men","30-34","0.814"
"Austria","2016","Men","35-39","0.802"
"Austria","2016","Men","40-44","0.753"
"Austria","2016","Men","45-49","0.706"
"Austria","2016","Men","50-54","0.652"
"Austria","2016","Men","55-59","0.552"
"Austria","2016","Men","60-64","0.541"
"Austria","2016","Men","65-69","0.572"
"Austria","2016","Men","70-74","0.542"
"Austria","2016","Men","75-79","0.384"
"Austria","2016","Men","80-84","0.298"
"Austria","2016","Men","85+","0.31"
"Belgium","2016","Women","16-19","0.904"
"Belgium","2016","Women","20-24","0.919"
"Belgium","2016","Women","25-29","0.901"
"Belgium","2016","Women","30-34","0.849"
"Belgium","2016","Women","35-39","0.846"
"Belgium","2016","Women","40-44","0.78"
"Belgium","2016","Women","45-49","0.77"
"Belgium","2016","Women","50-54","0.681"
"Belgium","2016","Women","55-59","0.658"
"Belgium","2016","Women","60-64","0.671"
"Belgium","2016","Women","65-69","0.7"
"Belgium","2016","Women","70-74","0.603"
"Belgium","2016","Women","75-79","0.53"
"Belgium","2016","Women","80-84","0.409"
"Belgium","2016","Women","85+","0.321"
"Belgium","2016","Men","16-19","0.943"
"Belgium","2016","Men","20-24","0.946"
"Belgium","2016","Men","25-29","0.907"
"Belgium","2016","Men","30-34","0.898"
"Belgium","2016","Men","35-39","0.86"
"Belgium","2016","Men","40-44","0.857"
"Belgium","2016","Men","45-49","0.812"
"Belgium","2016","Men","50-54","0.741"
"Belgium","2016","Men","55-59","0.705"
"Belgium","2016","Men","60-64","0.673"
"Belgium","2016","Men","65-69","0.67"
"Belgium","2016","Men","70-74","0.656"
"Belgium","2016","Men","75-79","0.511"
"Belgium","2016","Men","80-84","0.441"
"Belgium","2016","Men","85+","0.409"
"Denmark","2016","Women","16-19","0.789"
"Denmark","2016","Women","20-24","0.782"
"Denmark","2016","Women","25-29","0.765"
"Denmark","2016","Women","30-34","0.847"
"Denmark","2016","Women","35-39","0.763"
"Denmark","2016","Women","40-44","0.746"
"Denmark","2016","Women","45-49","0.75"
"Denmark","2016","Women","50-54","0.702"
"Denmark","2016","Women","55-59","0.615"
"Denmark","2016","Women","60-64","0.593"
"Denmark","2016","Women","65-69","0.674"
"Denmark","2016","Women","70-74","0.589"
"Denmark","2016","Women","75-79","0.581"
"Denmark","2016","Women","80-84","0.551"
"Denmark","2016","Women","85+","0.446"
"Denmark","2016","Men","16-19","0.809"
"Denmark","2016","Men","20-24","0.879"
"Denmark","2016","Men","25-29","0.795"
"Denmark","2016","Men","30-34","0.818"
"Denmark","2016","Men","35-39","0.745"
"Denmark","2016","Men","40-44","0.769"
"Denmark","2016","Men","45-49","0.752"
"Denmark","2016","Men","50-54","0.731"
"Denmark","2016","Men","55-59","0.655"
"Denmark","2016","Men","60-64","0.658"
"Denmark","2016","Men","65-69","0.658"
"Denmark","2016","Men","70-74","0.645"
"Denmark","2016","Men","75-79","0.602"
"Denmark","2016","Men","80-84","0.602"
"Denmark","2016","Men","85+","0.618"
"Finland","2016","Women","16-19","0.822"
"Finland","2016","Women","20-24","0.844"
"Finland","2016","Women","25-29","0.746"
"Finland","2016","Women","30-34","0.714"
"Finland","2016","Women","35-39","0.771"
"Finland","2016","Women","40-44","0.721"
"Finland","2016","Women","45-49","0.697"
"Finland","2016","Women","50-54","0.674"
"Finland","2016","Women","55-59","0.575"
"Finland","2016","Women","60-64","0.59"
"Finland","2016","Women","65-69","0.593"
"Finland","2016","Women","70-74","0.517"
"Finland","2016","Women","75-79","0.413"
"Finland","2016","Women","80-84","0.289"
"Finland","2016","Women","85+","0.166"
"Finland","2016","Men","16-19","0.853"
"Finland","2016","Men","20-24","0.888"
"Finland","2016","Men","25-29","0.87"
"Finland","2016","Men","30-34","0.748"
"Finland","2016","Men","35-39","0.813"
"Finland","2016","Men","40-44","0.765"
"Finland","2016","Men","45-49","0.749"
"Finland","2016","Men","50-54","0.713"
"Finland","2016","Men","55-59","0.686"
"Finland","2016","Men","60-64","0.625"
"Finland","2016","Men","65-69","0.624"
"Finland","2016","Men","70-74","0.617"
"Finland","2016","Men","75-79","0.511"
"Finland","2016","Men","80-84","0.399"
"Finland","2016","Men","85+","0.288"
"France","2016","Women","16-19","0.933"
"France","2016","Women","20-24","0.911"
"France","2016","Women","25-29","0.893"
"France","2016","Women","30-34","0.885"
"France","2016","Women","35-39","0.835"
"France","2016","Women","40-44","0.825"
"France","2016","Women","45-49","0.767"
"France","2016","Women","50-54","0.728"
"France","2016","Women","55-59","0.679"
"France","2016","Women","60-64","0.685"
"France","2016","Women","65-69","0.667"
"France","2016","Women","70-74","0.557"
"France","2016","Women","75-79","0.441"
"France","2016","Women","80-84","0.36"
"France","2016","Women","85+","0.231"
"France","2016","Men","16-19","0.933"
"France","2016","Men","20-24","0.908"
"France","2016","Men","25-29","0.908"
"France","2016","Men","30-34","0.873"
"France","2016","Men","35-39","0.878"
"France","2016","Men","40-44","0.824"
"France","2016","Men","45-49","0.811"
"France","2016","Men","50-54","0.759"
"France","2016","Men","55-59","0.748"
"France","2016","Men","60-64","0.695"
"France","2016","Men","65-69","0.665"
"France","2016","Men","70-74","0.597"
"France","2016","Men","75-79","0.458"
"France","2016","Men","80-84","0.376"
"France","2016","Men","85+","0.215"
"Germany","2016","Women","16-19","0.939"
"Germany","2016","Women","20-24","0.921"
"Germany","2016","Women","25-29","0.942"
"Germany","2016","Women","30-34","0.9"
"Germany","2016","Women","35-39","0.899"
"Germany","2016","Women","40-44","0.863"
"Germany","2016","Women","45-49","0.815"
"Germany","2016","Women","50-54","0.753"
"Germany","2016","Women","55-59","0.71"
"Germany","2016","Women","60-64","0.711"
"Germany","2016","Women","65-69","0.698"
"Germany","2016","Women","70-74","0.693"
"Germany","2016","Women","75-79","0.66"
"Germany","2016","Women","80-84","0.5"
"Germany","2016","Women","85+","0.316"
"Germany","2016","Men","16-19","0.964"
"Germany","2016","Men","20-24","0.928"
"Germany","2016","Men","25-29","0.924"
"Germany","2016","Men","30-34","0.927"
"Germany","2016","Men","35-39","0.891"
"Germany","2016","Men","40-44","0.87"
"Germany","2016","Men","45-49","0.838"
"Germany","2016","Men","50-54","0.761"
"Germany","2016","Men","55-59","0.704"
"Germany","2016","Men","60-64","0.631"
"Germany","2016","Men","65-69","0.688"
"Germany","2016","Men","70-74","0.669"
"Germany","2016","Men","75-79","0.635"
"Germany","2016","Men","80-84","0.565"
"Germany","2016","Men","85+","0.552"
"Greece","2016","Women","16-19","0.973"
"Greece","2016","Women","20-24","0.957"
"Greece","2016","Women","25-29","0.944"
"Greece","2016","Women","30-34","0.918"
"Greece","2016","Women","35-39","0.916"
"Greece","2016","Women","40-44","0.89"
"Greece","2016","Women","45-49","0.876"
"Greece","2016","Women","50-54","0.818"
"Greece","2016","Women","55-59","0.76"
"Greece","2016","Women","60-64","0.656"
"Greece","2016","Women","65-69","0.576"
"Greece","2016","Women","70-74","0.437"
"Greece","2016","Women","75-79","0.348"
"Greece","2016","Women","80-84","0.225"
"Greece","2016","Women","85+","0.155"
"Greece","2016","Men","16-19","0.959"
"Greece","2016","Men","20-24","0.967"
"Greece","2016","Men","25-29","0.935"
"Greece","2016","Men","30-34","0.907"
"Greece","2016","Men","35-39","0.916"
"Greece","2016","Men","40-44","0.913"
"Greece","2016","Men","45-49","0.892"
"Greece","2016","Men","50-54","0.842"
"Greece","2016","Men","55-59","0.794"
"Greece","2016","Men","60-64","0.697"
"Greece","2016","Men","65-69","0.593"
"Greece","2016","Men","70-74","0.522"
"Greece","2016","Men","75-79","0.399"
"Greece","2016","Men","80-84","0.307"
"Greece","2016","Men","85+","0.152"
"Ireland","2016","Women","16-19","0.947"
"Ireland","2016","Women","20-24","0.928"
"Ireland","2016","Women","25-29","0.97"
"Ireland","2016","Women","30-34","0.934"
"Ireland","2016","Women","35-39","0.95"
"Ireland","2016","Women","40-44","0.862"
"Ireland","2016","Women","45-49","0.83"
"Ireland","2016","Women","50-54","0.817"
"Ireland","2016","Women","55-59","0.781"
"Ireland","2016","Women","60-64","0.723"
"Ireland","2016","Women","65-69","0.722"
"Ireland","2016","Women","70-74","0.718"
"Ireland","2016","Women","75-79","0.634"
"Ireland","2016","Women","80-84","0.599"
"Ireland","2016","Women","85+","0.415"
"Ireland","2016","Men","16-19","0.932"
"Ireland","2016","Men","20-24","0.944"
"Ireland","2016","Men","25-29","0.862"
"Ireland","2016","Men","30-34","0.901"
"Ireland","2016","Men","35-39","0.9"
"Ireland","2016","Men","40-44","0.877"
"Ireland","2016","Men","45-49","0.889"
"Ireland","2016","Men","50-54","0.839"
"Ireland","2016","Men","55-59","0.812"
"Ireland","2016","Men","60-64","0.732"
"Ireland","2016","Men","65-69","0.732"
"Ireland","2016","Men","70-74","0.706"
"Ireland","2016","Men","75-79","0.705"
"Ireland","2016","Men","80-84","0.589"
"Ireland","2016","Men","85+","0.38"
"Italy","2016","Women","16-19","0.953"
"Italy","2016","Women","20-24","0.934"
"Italy","2016","Women","25-29","0.934"
"Italy","2016","Women","30-34","0.91"
"Italy","2016","Women","35-39","0.91"
"Italy","2016","Women","40-44","0.896"
"Italy","2016","Women","45-49","0.861"
"Italy","2016","Women","50-54","0.826"
"Italy","2016","Women","55-59","0.774"
"Italy","2016","Women","60-64","0.746"
"Italy","2016","Women","65-69","0.632"
"Italy","2016","Women","70-74","0.585"
"Italy","2016","Women","75-79","0.469"
"Italy","2016","Women","80-84","0.33"
"Italy","2016","Women","85+","0.194"
"Italy","2016","Men","16-19","0.967"
"Italy","2016","Men","20-24","0.938"
"Italy","2016","Men","25-29","0.944"
"Italy","2016","Men","30-34","0.94"
"Italy","2016","Men","35-39","0.929"
"Italy","2016","Men","40-44","0.917"
"Italy","2016","Men","45-49","0.884"
"Italy","2016","Men","50-54","0.842"
"Italy","2016","Men","55-59","0.822"
"Italy","2016","Men","60-64","0.755"
"Italy","2016","Men","65-69","0.694"
"Italy","2016","Men","70-74","0.621"
"Italy","2016","Men","75-79","0.549"
"Italy","2016","Men","80-84","0.398"
"Italy","2016","Men","85+","0.292"
"Luxembourg","2016","Women","16-19","0.877"
"Luxembourg","2016","Women","20-24","0.888"
"Luxembourg","2016","Women","25-29","0.814"
"Luxembourg","2016","Women","30-34","0.826"
"Luxembourg","2016","Women","35-39","0.849"
"Luxembourg","2016","Women","40-44","0.8"
"Luxembourg","2016","Women","45-49","0.704"
"Luxembourg","2016","Women","50-54","0.634"
"Luxembourg","2016","Women","55-59","0.633"
"Luxembourg","2016","Women","60-64","0.554"
"Luxembourg","2016","Women","65-69","0.573"
"Luxembourg","2016","Women","70-74","0.362"
"Luxembourg","2016","Women","75-79","0.363"
"Luxembourg","2016","Women","80-84","0.372"
"Luxembourg","2016","Women","85+","0.116"
"Luxembourg","2016","Men","16-19","0.876"
"Luxembourg","2016","Men","20-24","0.917"
"Luxembourg","2016","Men","25-29","0.89"
"Luxembourg","2016","Men","30-34","0.907"
"Luxembourg","2016","Men","35-39","0.834"
"Luxembourg","2016","Men","40-44","0.826"
"Luxembourg","2016","Men","45-49","0.759"
"Luxembourg","2016","Men","50-54","0.672"
"Luxembourg","2016","Men","55-59","0.67"
"Luxembourg","2016","Men","60-64","0.68"
"Luxembourg","2016","Men","65-69","0.623"
"Luxembourg","2016","Men","70-74","0.545"
"Luxembourg","2016","Men","75-79","0.518"
"Luxembourg","2016","Men","80-84","0.418"
"Luxembourg","2016","Men","85+","0.303"
"Netherlands","2016","Women","16-19","0.8"
"Netherlands","2016","Women","20-24","0.79"
"Netherlands","2016","Women","25-29","0.818"
"Netherlands","2016","Women","30-34","0.797"
"Netherlands","2016","Women","35-39","0.738"
"Netherlands","2016","Women","40-44","0.742"
"Netherlands","2016","Women","45-49","0.707"
"Netherlands","2016","Women","50-54","0.655"
"Netherlands","2016","Women","55-59","0.588"
"Netherlands","2016","Women","60-64","0.566"
"Netherlands","2016","Women","65-69","0.549"
"Netherlands","2016","Women","70-74","0.524"
"Netherlands","2016","Women","75-79","0.54"
"Netherlands","2016","Women","80-84","0.413"
"Netherlands","2016","Women","85+","0.279"
"Netherlands","2016","Men","16-19","0.945"
"Netherlands","2016","Men","20-24","0.851"
"Netherlands","2016","Men","25-29","0.878"
"Netherlands","2016","Men","30-34","0.868"
"Netherlands","2016","Men","35-39","0.856"
"Netherlands","2016","Men","40-44","0.815"
"Netherlands","2016","Men","45-49","0.772"
"Netherlands","2016","Men","50-54","0.709"
"Netherlands","2016","Men","55-59","0.711"
"Netherlands","2016","Men","60-64","0.622"
"Netherlands","2016","Men","65-69","0.687"
"Netherlands","2016","Men","70-74","0.566"
"Netherlands","2016","Men","75-79","0.608"
"Netherlands","2016","Men","80-84","0.501"
"Netherlands","2016","Men","85+","0.293"
"Portugal","2016","Women","16-19","0.91"
"Portugal","2016","Women","20-24","0.88"
"Portugal","2016","Women","25-29","0.855"
"Portugal","2016","Women","30-34","0.826"
"Portugal","2016","Women","35-39","0.824"
"Portugal","2016","Women","40-44","0.803"
"Portugal","2016","Women","45-49","0.722"
"Portugal","2016","Women","50-54","0.64"
"Portugal","2016","Women","55-59","0.583"
"Portugal","2016","Women","60-64","0.521"
"Portugal","2016","Women","65-69","0.449"
"Portugal","2016","Women","70-74","0.341"
"Portugal","2016","Women","75-79","0.284"
"Portugal","2016","Women","80-84","0.222"
"Portugal","2016","Women","85+","0.128"
"Portugal","2016","Men","16-19","0.932"
"Portugal","2016","Men","20-24","0.91"
"Portugal","2016","Men","25-29","0.9"
"Portugal","2016","Men","30-34","0.844"
"Portugal","2016","Men","35-39","0.862"
"Portugal","2016","Men","40-44","0.832"
"Portugal","2016","Men","45-49","0.789"
"Portugal","2016","Men","50-54","0.719"
"Portugal","2016","Men","55-59","0.698"
"Portugal","2016","Men","60-64","0.586"
"Portugal","2016","Men","65-69","0.574"
"Portugal","2016","Men","70-74","0.489"
"Portugal","2016","Men","75-79","0.43"
"Portugal","2016","Men","80-84","0.292"
"Portugal","2016","Men","85+","0.195"
"Spain","2016","Women","16-19","0.963"
