"Territorial Unit","Year","Sex","Age","Severely Limited"
"Bulgaria","2008","Men","50-54","0.022"
"Bulgaria","2008","Men","55-59","0.051"
"Bulgaria","2008","Men","60-64","0.091"
"Bulgaria","2008","Men","65-69","0.102"
"Bulgaria","2008","Men","70-74","0.107"
"Bulgaria","2008","Men","75-79","0.115"
"Bulgaria","2008","Men","80-84","0.152"
"Bulgaria","2008","Men","85+","0.317"
"Cyprus","2008","Women","16-19","0.009"
"Cyprus","2008","Women","20-24","0.011"
"Cyprus","2008","Women","25-29","0.01"
"Cyprus","2008","Women","30-34","0.028"
"Cyprus","2008","Women","35-39","0.017"
"Cyprus","2008","Women","40-44","0.025"
"Cyprus","2008","Women","45-49","0.033"
"Cyprus","2008","Women","50-54","0.062"
"Cyprus","2008","Women","55-59","0.071"
"Cyprus","2008","Women","60-64","0.115"
"Cyprus","2008","Women","65-69","0.158"
"Cyprus","2008","Women","70-74","0.187"
"Cyprus","2008","Women","75-79","0.259"
"Cyprus","2008","Women","80-84","0.422"
"Cyprus","2008","Women","85+","0.473"
"Cyprus","2008","Men","16-19","0.001"
"Cyprus","2008","Men","20-24","0.012"
"Cyprus","2008","Men","25-29","0.014"
"Cyprus","2008","Men","30-34","0.018"
"Cyprus","2008","Men","35-39","0.032"
"Cyprus","2008","Men","40-44","0.025"
"Cyprus","2008","Men","45-49","0.048"
"Cyprus","2008","Men","50-54","0.085"
"Cyprus","2008","Men","55-59","0.142"
"Cyprus","2008","Men","60-64","0.125"
"Cyprus","2008","Men","65-69","0.091"
"Cyprus","2008","Men","70-74","0.142"
"Cyprus","2008","Men","75-79","0.225"
"Cyprus","2008","Men","80-84","0.239"
"Cyprus","2008","Men","85+","0.361"
"Czech Republic","2008","Women","16-19","0.002"
"Czech Republic","2008","Women","20-24","0.021"
"Czech Republic","2008","Women","25-29","0.016"
"Czech Republic","2008","Women","30-34","0.012"
"Czech Republic","2008","Women","35-39","0.016"
"Czech Republic","2008","Women","40-44","0.015"
"Czech Republic","2008","Women","45-49","0.045"
"Czech Republic","2008","Women","50-54","0.065"
"Czech Republic","2008","Women","55-59","0.052"
"Czech Republic","2008","Women","60-64","0.066"
"Czech Republic","2008","Women","65-69","0.071"
"Czech Republic","2008","Women","70-74","0.13"
"Czech Republic","2008","Women","75-79","0.19"
"Czech Republic","2008","Women","80-84","0.276"
"Czech Republic","2008","Women","85+","0.382"
"Czech Republic","2008","Men","16-19","0.003"
"Czech Republic","2008","Men","20-24","0.005"
"Czech Republic","2008","Men","25-29","0.01"
"Czech Republic","2008","Men","30-34","0.013"
"Czech Republic","2008","Men","35-39","0.037"
"Czech Republic","2008","Men","40-44","0.022"
"Czech Republic","2008","Men","45-49","0.041"
"Czech Republic","2008","Men","50-54","0.059"
"Czech Republic","2008","Men","55-59","0.054"
"Czech Republic","2008","Men","60-64","0.07"
"Czech Republic","2008","Men","65-69","0.074"
"Czech Republic","2008","Men","70-74","0.128"
"Czech Republic","2008","Men","75-79","0.163"
"Czech Republic","2008","Men","80-84","0.202"
"Czech Republic","2008","Men","85+","0.352"
"Denmark","2008","Women","16-19","0.05"
"Denmark","2008","Women","20-24","0.048"
"Denmark","2008","Women","25-29","0.069"
"Denmark","2008","Women","30-34","0.051"
"Denmark","2008","Women","35-39","0.056"
"Denmark","2008","Women","40-44","0.079"
"Denmark","2008","Women","45-49","0.041"
"Denmark","2008","Women","50-54","0.104"
"Denmark","2008","Women","55-59","0.137"
"Denmark","2008","Women","60-64","0.161"
"Denmark","2008","Women","65-69","0.073"
"Denmark","2008","Women","70-74","0.05"
"Denmark","2008","Women","75-79","0.103"
"Denmark","2008","Women","80-84","0.182"
"Denmark","2008","Women","85+","0.152"
"Denmark","2008","Men","16-19","0.011"
"Denmark","2008","Men","20-24","0.033"
"Denmark","2008","Men","25-29","0.023"
"Denmark","2008","Men","30-34","0.044"
"Denmark","2008","Men","35-39","0.066"
"Denmark","2008","Men","40-44","0.067"
"Denmark","2008","Men","45-49","0.056"
"Denmark","2008","Men","50-54","0.087"
"Denmark","2008","Men","55-59","0.089"
"Denmark","2008","Men","60-64","0.082"
"Denmark","2008","Men","65-69","0.114"
"Denmark","2008","Men","70-74","0.055"
"Denmark","2008","Men","75-79","0.087"
"Denmark","2008","Men","80-84","0.054"
"Denmark","2008","Men","85+","0.074"
"Estonia","2008","Women","16-19","0.009"
"Estonia","2008","Women","20-24","0.012"
"Estonia","2008","Women","25-29","0.01"
"Estonia","2008","Women","30-34","0.003"
"Estonia","2008","Women","35-39","0.027"
"Estonia","2008","Women","40-44","0.026"
"Estonia","2008","Women","45-49","0.033"
"Estonia","2008","Women","50-54","0.058"
"Estonia","2008","Women","55-59","0.09"
"Estonia","2008","Women","60-64","0.108"
"Estonia","2008","Women","65-69","0.179"
"Estonia","2008","Women","70-74","0.276"
"Estonia","2008","Women","75-79","0.348"
"Estonia","2008","Women","80-84","0.46"
"Estonia","2008","Women","85+","0.499"
"Estonia","2008","Men","16-19","0.012"
"Estonia","2008","Men","20-24","0.011"
"Estonia","2008","Men","25-29","0.026"
"Estonia","2008","Men","30-34","0.023"
"Estonia","2008","Men","35-39","0.034"
"Estonia","2008","Men","40-44","0.024"
"Estonia","2008","Men","45-49","0.07"
"Estonia","2008","Men","50-54","0.101"
"Estonia","2008","Men","55-59","0.094"
"Estonia","2008","Men","60-64","0.17"
"Estonia","2008","Men","65-69","0.167"
"Estonia","2008","Men","70-74","0.324"
"Estonia","2008","Men","75-79","0.407"
"Estonia","2008","Men","80-84","0.454"
"Estonia","2008","Men","85+","0.521"
"Finland","2008","Women","16-19","0.011"
"Finland","2008","Women","20-24","0.035"
"Finland","2008","Women","25-29","0.014"
"Finland","2008","Women","30-34","0.032"
"Finland","2008","Women","35-39","0.034"
"Finland","2008","Women","40-44","0.016"
"Finland","2008","Women","45-49","0.044"
"Finland","2008","Women","50-54","0.059"
"Finland","2008","Women","55-59","0.096"
"Finland","2008","Women","60-64","0.081"
"Finland","2008","Women","65-69","0.1"
"Finland","2008","Women","70-74","0.109"
"Finland","2008","Women","75-79","0.199"
"Finland","2008","Women","80-84","0.293"
"Finland","2008","Women","85+","0.411"
"Finland","2008","Men","16-19","0.022"
"Finland","2008","Men","20-24","0.012"
"Finland","2008","Men","25-29","0.026"
"Finland","2008","Men","30-34","0.01"
"Finland","2008","Men","35-39","0.021"
"Finland","2008","Men","40-44","0.043"
"Finland","2008","Men","45-49","0.056"
"Finland","2008","Men","50-54","0.078"
"Finland","2008","Men","55-59","0.151"
"Finland","2008","Men","60-64","0.102"
"Finland","2008","Men","65-69","0.098"
"Finland","2008","Men","70-74","0.135"
"Finland","2008","Men","75-79","0.235"
"Finland","2008","Men","80-84","0.25"
"Finland","2008","Men","85+","0.289"
"France","2008","Women","16-19","0.011"
"France","2008","Women","20-24","0.026"
"France","2008","Women","25-29","0.015"
"France","2008","Women","30-34","0.028"
"France","2008","Women","35-39","0.023"
"France","2008","Women","40-44","0.043"
"France","2008","Women","45-49","0.051"
"France","2008","Women","50-54","0.082"
"France","2008","Women","55-59","0.09"
"France","2008","Women","60-64","0.096"
"France","2008","Women","65-69","0.118"
"France","2008","Women","70-74","0.176"
"France","2008","Women","75-79","0.247"
"France","2008","Women","80-84","0.332"
"France","2008","Women","85+","0.458"
"France","2008","Men","16-19","0.016"
"France","2008","Men","20-24","0.013"
"France","2008","Men","25-29","0.009"
"France","2008","Men","30-34","0.023"
"France","2008","Men","35-39","0.025"
"France","2008","Men","40-44","0.054"
"France","2008","Men","45-49","0.049"
"France","2008","Men","50-54","0.074"
"France","2008","Men","55-59","0.093"
"France","2008","Men","60-64","0.102"
"France","2008","Men","65-69","0.117"
"France","2008","Men","70-74","0.159"
"France","2008","Men","75-79","0.235"
"France","2008","Men","80-84","0.323"
"France","2008","Men","85+","0.461"
"Germany","2008","Women","16-19","0.016"
"Germany","2008","Women","20-24","0.021"
"Germany","2008","Women","25-29","0.035"
"Germany","2008","Women","30-34","0.029"
"Germany","2008","Women","35-39","0.029"
"Germany","2008","Women","40-44","0.041"
"Germany","2008","Women","45-49","0.075"
"Germany","2008","Women","50-54","0.116"
"Germany","2008","Women","55-59","0.151"
"Germany","2008","Women","60-64","0.154"
"Germany","2008","Women","65-69","0.135"
"Germany","2008","Women","70-74","0.194"
"Germany","2008","Women","75-79","0.28"
"Germany","2008","Women","80-84","0.353"
"Germany","2008","Women","85+","0.602"
"Germany","2008","Men","16-19","0.015"
"Germany","2008","Men","20-24","0.014"
"Germany","2008","Men","25-29","0.027"
"Germany","2008","Men","30-34","0.027"
"Germany","2008","Men","35-39","0.041"
"Germany","2008","Men","40-44","0.069"
"Germany","2008","Men","45-49","0.077"
"Germany","2008","Men","50-54","0.132"
"Germany","2008","Men","55-59","0.167"
"Germany","2008","Men","60-64","0.249"
"Germany","2008","Men","65-69","0.144"
"Germany","2008","Men","70-74","0.17"
"Germany","2008","Men","75-79","0.227"
"Germany","2008","Men","80-84","0.294"
"Germany","2008","Men","85+","0.354"
"Greece","2008","Women","16-19","0.004"
"Greece","2008","Women","20-24","0.001"
"Greece","2008","Women","25-29","0.01"
"Greece","2008","Women","30-34","0.01"
"Greece","2008","Women","35-39","0.012"
"Greece","2008","Women","40-44","0.033"
"Greece","2008","Women","45-49","0.045"
"Greece","2008","Women","50-54","0.055"
"Greece","2008","Women","55-59","0.081"
"Greece","2008","Women","60-64","0.12"
"Greece","2008","Women","65-69","0.152"
"Greece","2008","Women","70-74","0.198"
"Greece","2008","Women","75-79","0.289"
"Greece","2008","Women","80-84","0.395"
"Greece","2008","Women","85+","0.508"
"Greece","2008","Men","16-19","0.003"
"Greece","2008","Men","20-24","0.005"
"Greece","2008","Men","25-29","0.013"
"Greece","2008","Men","30-34","0.046"
"Greece","2008","Men","35-39","0.025"
"Greece","2008","Men","40-44","0.019"
"Greece","2008","Men","45-49","0.036"
"Greece","2008","Men","50-54","0.049"
"Greece","2008","Men","55-59","0.084"
"Greece","2008","Men","60-64","0.101"
"Greece","2008","Men","65-69","0.12"
"Greece","2008","Men","70-74","0.185"
"Greece","2008","Men","75-79","0.242"
"Greece","2008","Men","80-84","0.29"
"Greece","2008","Men","85+","0.337"
"Hungary","2008","Women","16-19","0.012"
"Hungary","2008","Women","20-24","0.015"
"Hungary","2008","Women","25-29","0.019"
"Hungary","2008","Women","30-34","0.033"
"Hungary","2008","Women","35-39","0.033"
"Hungary","2008","Women","40-44","0.055"
"Hungary","2008","Women","45-49","0.07"
"Hungary","2008","Women","50-54","0.098"
"Hungary","2008","Women","55-59","0.134"
"Hungary","2008","Women","60-64","0.125"
"Hungary","2008","Women","65-69","0.183"
"Hungary","2008","Women","70-74","0.242"
"Hungary","2008","Women","75-79","0.316"
"Hungary","2008","Women","80-84","0.354"
"Hungary","2008","Women","85+","0.442"
"Hungary","2008","Men","16-19","0.024"
"Hungary","2008","Men","20-24","0.018"
"Hungary","2008","Men","25-29","0.025"
"Hungary","2008","Men","30-34","0.034"
"Hungary","2008","Men","35-39","0.056"
"Hungary","2008","Men","40-44","0.059"
"Hungary","2008","Men","45-49","0.076"
"Hungary","2008","Men","50-54","0.121"
"Hungary","2008","Men","55-59","0.159"
"Hungary","2008","Men","60-64","0.145"
"Hungary","2008","Men","65-69","0.172"
"Hungary","2008","Men","70-74","0.286"
"Hungary","2008","Men","75-79","0.304"
"Hungary","2008","Men","80-84","0.275"
"Hungary","2008","Men","85+","0.412"
"Ireland","2008","Women","16-19","0.014"
"Ireland","2008","Women","20-24","0.029"
"Ireland","2008","Women","25-29","0.026"
"Ireland","2008","Women","30-34","0.013"
"Ireland","2008","Women","35-39","0.021"
"Ireland","2008","Women","40-44","0.02"
"Ireland","2008","Women","45-49","0.041"
"Ireland","2008","Women","50-54","0.069"
"Ireland","2008","Women","55-59","0.086"
"Ireland","2008","Women","60-64","0.069"
"Ireland","2008","Women","65-69","0.067"
"Ireland","2008","Women","70-74","0.119"
"Ireland","2008","Women","75-79","0.087"
"Ireland","2008","Women","80-84","0.208"
"Ireland","2008","Women","85+","0.25"
"Ireland","2008","Men","16-19","0.011"
"Ireland","2008","Men","20-24","0.025"
"Ireland","2008","Men","25-29","0.028"
"Ireland","2008","Men","30-34","0.053"
"Ireland","2008","Men","35-39","0.011"
"Ireland","2008","Men","40-44","0.037"
"Ireland","2008","Men","45-49","0.033"
"Ireland","2008","Men","50-54","0.058"
"Ireland","2008","Men","55-59","0.088"
"Ireland","2008","Men","60-64","0.143"
"Ireland","2008","Men","65-69","0.099"
"Ireland","2008","Men","70-74","0.112"
"Ireland","2008","Men","75-79","0.128"
"Ireland","2008","Men","80-84","0.212"
"Ireland","2008","Men","85+","0.218"
"Italy","2008","Women","16-19","0.006"
"Italy","2008","Women","20-24","0.019"
"Italy","2008","Women","25-29","0.018"
"Italy","2008","Women","30-34","0.027"
"Italy","2008","Women","35-39","0.027"
"Italy","2008","Women","40-44","0.03"
"Italy","2008","Women","45-49","0.043"
"Italy","2008","Women","50-54","0.059"
"Italy","2008","Women","55-59","0.07"
"Italy","2008","Women","60-64","0.084"
"Italy","2008","Women","65-69","0.12"
"Italy","2008","Women","70-74","0.175"
"Italy","2008","Women","75-79","0.221"
"Italy","2008","Women","80-84","0.299"
"Italy","2008","Women","85+","0.423"
"Italy","2008","Men","16-19","0.007"
"Italy","2008","Men","20-24","0.016"
"Italy","2008","Men","25-29","0.032"
"Italy","2008","Men","30-34","0.034"
"Italy","2008","Men","35-39","0.033"
"Italy","2008","Men","40-44","0.028"
"Italy","2008","Men","45-49","0.035"
"Italy","2008","Men","50-54","0.045"
"Italy","2008","Men","55-59","0.062"
"Italy","2008","Men","60-64","0.087"
"Italy","2008","Men","65-69","0.101"
"Italy","2008","Men","70-74","0.147"
"Italy","2008","Men","75-79","0.211"
"Italy","2008","Men","80-84","0.27"
"Italy","2008","Men","85+","0.354"
"Latvia","2008","Women","16-19","0.007"
"Latvia","2008","Women","20-24","0.016"
"Latvia","2008","Women","25-29","0.023"
"Latvia","2008","Women","30-34","0.024"
"Latvia","2008","Women","35-39","0.019"
"Latvia","2008","Women","40-44","0.047"
"Latvia","2008","Women","45-49","0.033"
"Latvia","2008","Women","50-54","0.064"
"Latvia","2008","Women","55-59","0.12"
"Latvia","2008","Women","60-64","0.117"
"Latvia","2008","Women","65-69","0.114"
"Latvia","2008","Women","70-74","0.203"
"Latvia","2008","Women","75-79","0.229"
"Latvia","2008","Women","80-84","0.284"
"Latvia","2008","Women","85+","0.388"
"Latvia","2008","Men","16-19","0.014"
"Latvia","2008","Men","20-24","0.012"
"Latvia","2008","Men","25-29","0.018"
"Latvia","2008","Men","30-34","0.013"
"Latvia","2008","Men","35-39","0.049"
"Latvia","2008","Men","40-44","0.038"
"Latvia","2008","Men","45-49","0.063"
"Latvia","2008","Men","50-54","0.075"
"Latvia","2008","Men","55-59","0.099"
"Latvia","2008","Men","60-64","0.106"
"Latvia","2008","Men","65-69","0.148"
"Latvia","2008","Men","70-74","0.175"
"Latvia","2008","Men","75-79","0.262"
"Latvia","2008","Men","80-84","0.337"
"Latvia","2008","Men","85+","0.385"
"Lithuania","2008","Women","16-19","0.012"
"Lithuania","2008","Women","20-24","0.005"
"Lithuania","2008","Women","25-29","0.027"
"Lithuania","2008","Women","30-34","0.012"
"Lithuania","2008","Women","35-39","0.032"
"Lithuania","2008","Women","40-44","0.015"
"Lithuania","2008","Women","45-49","0.031"
"Lithuania","2008","Women","50-54","0.051"
"Lithuania","2008","Women","55-59","0.082"
"Lithuania","2008","Women","60-64","0.067"
"Lithuania","2008","Women","65-69","0.144"
"Lithuania","2008","Women","70-74","0.186"
"Lithuania","2008","Women","75-79","0.254"
"Lithuania","2008","Women","80-84","0.378"
"Lithuania","2008","Women","85+","0.425"
"Lithuania","2008","Men","16-19","0.011"
"Lithuania","2008","Men","20-24","0.017"
"Lithuania","2008","Men","25-29","0.027"
"Lithuania","2008","Men","30-34","0.017"
"Lithuania","2008","Men","35-39","0.047"
"Lithuania","2008","Men","40-44","0.018"
"Lithuania","2008","Men","45-49","0.049"
"Lithuania","2008","Men","50-54","0.063"
"Lithuania","2008","Men","55-59","0.081"
"Lithuania","2008","Men","60-64","0.148"
"Lithuania","2008","Men","65-69","0.159"
"Lithuania","2008","Men","70-74","0.154"
"Lithuania","2008","Men","75-79","0.218"
"Lithuania","2008","Men","80-84","0.313"
"Lithuania","2008","Men","85+","0.469"
"Luxembourg","2008","Women","16-19","0.067"
"Luxembourg","2008","Women","20-24","0.015"
"Luxembourg","2008","Women","25-29","0.008"
"Luxembourg","2008","Women","30-34","0.033"
"Luxembourg","2008","Women","35-39","0.018"
"Luxembourg","2008","Women","40-44","0.027"
"Luxembourg","2008","Women","45-49","0.044"
"Luxembourg","2008","Women","50-54","0.08"
"Luxembourg","2008","Women","55-59","0.14"
"Luxembourg","2008","Women","60-64","0.111"
"Luxembourg","2008","Women","65-69","0.089"
"Luxembourg","2008","Women","70-74","0.16"
"Luxembourg","2008","Women","75-79","0.193"
"Luxembourg","2008","Women","80-84","0.298"
"Luxembourg","2008","Women","85+","0.12"
"Luxembourg","2008","Men","16-19","0.025"
"Luxembourg","2008","Men","20-24","0.017"
"Luxembourg","2008","Men","25-29","0.014"
"Luxembourg","2008","Men","30-34","0.044"
"Luxembourg","2008","Men","35-39","0.066"
"Luxembourg","2008","Men","40-44","0.047"
"Luxembourg","2008","Men","45-49","0.054"
"Luxembourg","2008","Men","50-54","0.088"
"Luxembourg","2008","Men","55-59","0.109"
"Luxembourg","2008","Men","60-64","0.034"
"Luxembourg","2008","Men","65-69","0.067"
"Luxembourg","2008","Men","70-74","0.163"
"Luxembourg","2008","Men","75-79","0.169"
"Luxembourg","2008","Men","80-84","0.206"
"Luxembourg","2008","Men","85+","0.383"
"Malta","2008","Women","16-19","0.003"
"Malta","2008","Women","20-24","0.002"
"Malta","2008","Women","25-29","0.003"
"Malta","2008","Women","30-34","0"
"Malta","2008","Women","35-39","0.005"
"Malta","2008","Women","40-44","0.012"
"Malta","2008","Women","45-49","0.014"
"Malta","2008","Women","50-54","0.025"
"Malta","2008","Women","55-59","0.025"
"Malta","2008","Women","60-64","0.026"
"Malta","2008","Women","65-69","0.024"
"Malta","2008","Women","70-74","0.069"
"Malta","2008","Women","75-79","0.13"
"Malta","2008","Women","80-84","0.166"
"Malta","2008","Women","85+","0.173"
"Malta","2008","Men","16-19","0"
"Malta","2008","Men","20-24","0.003"
"Malta","2008","Men","25-29","0"
"Malta","2008","Men","30-34","0.01"
"Malta","2008","Men","35-39","0.012"
"Malta","2008","Men","40-44","0.005"
"Malta","2008","Men","45-49","0.023"
"Malta","2008","Men","50-54","0.025"
"Malta","2008","Men","55-59","0.014"
"Malta","2008","Men","60-64","0.021"
"Malta","2008","Men","65-69","0.073"
"Malta","2008","Men","70-74","0.046"
"Malta","2008","Men","75-79","0.118"
"Malta","2008","Men","80-84","0.17"
"Malta","2008","Men","85+","0.217"
"Netherlands","2008","Women","16-19","0.024"
"Netherlands","2008","Women","20-24","0"
"Netherlands","2008","Women","25-29","0.017"
"Netherlands","2008","Women","30-34","0.012"
"Netherlands","2008","Women","35-39","0.062"
"Netherlands","2008","Women","40-44","0.056"
"Netherlands","2008","Women","45-49","0.051"
"Netherlands","2008","Women","50-54","0.064"
"Netherlands","2008","Women","55-59","0.072"
"Netherlands","2008","Women","60-64","0.087"
"Netherlands","2008","Women","65-69","0.069"
"Netherlands","2008","Women","70-74","0.074"
"Netherlands","2008","Women","75-79","0.187"
"Netherlands","2008","Women","80-84","0.163"
"Netherlands","2008","Women","85+","0.341"
"Netherlands","2008","Men","16-19","0.01"
"Netherlands","2008","Men","20-24","0.02"
"Netherlands","2008","Men","25-29","0.023"
"Netherlands","2008","Men","30-34","0.011"
"Netherlands","2008","Men","35-39","0.031"
"Netherlands","2008","Men","40-44","0.036"
"Netherlands","2008","Men","45-49","0.044"
"Netherlands","2008","Men","50-54","0.031"
"Netherlands","2008","Men","55-59","0.072"
"Netherlands","2008","Men","60-64","0.056"
"Netherlands","2008","Men","65-69","0.104"
"Netherlands","2008","Men","70-74","0.082"
"Netherlands","2008","Men","75-79","0.117"
"Netherlands","2008","Men","80-84","0.138"
"Netherlands","2008","Men","85+","0.255"
"Poland","2008","Women","16-19","0.004"
"Poland","2008","Women","20-24","0.011"
"Poland","2008","Women","25-29","0.005"
"Poland","2008","Women","30-34","0.012"
"Poland","2008","Women","35-39","0.01"
"Poland","2008","Women","40-44","0.023"
"Poland","2008","Women","45-49","0.034"
"Poland","2008","Women","50-54","0.051"
"Poland","2008","Women","55-59","0.069"
"Poland","2008","Women","60-64","0.089"
"Poland","2008","Women","65-69","0.124"
"Poland","2008","Women","70-74","0.175"
"Poland","2008","Women","75-79","0.236"
"Poland","2008","Women","80-84","0.341"
"Poland","2008","Women","85+","0.416"
"Poland","2008","Men","16-19","0.01"
"Poland","2008","Men","20-24","0.023"
"Poland","2008","Men","25-29","0.032"
"Poland","2008","Men","30-34","0.022"
"Poland","2008","Men","35-39","0.016"
"Poland","2008","Men","40-44","0.034"
"Poland","2008","Men","45-49","0.036"
"Poland","2008","Men","50-54","0.075"
"Poland","2008","Men","55-59","0.081"
"Poland","2008","Men","60-64","0.109"
"Poland","2008","Men","65-69","0.152"
"Poland","2008","Men","70-74","0.158"
"Poland","2008","Men","75-79","0.196"
"Poland","2008","Men","80-84","0.296"
"Poland","2008","Men","85+","0.348"
"Portugal","2008","Women","16-19","0.035"
"Portugal","2008","Women","20-24","0.035"
"Portugal","2008","Women","25-29","0.023"
"Portugal","2008","Women","30-34","0.019"
"Portugal","2008","Women","35-39","0.032"
"Portugal","2008","Women","40-44","0.053"
"Portugal","2008","Women","45-49","0.063"
"Portugal","2008","Women","50-54","0.119"
"Portugal","2008","Women","55-59","0.173"
"Portugal","2008","Women","60-64","0.195"
"Portugal","2008","Women","65-69","0.208"
"Portugal","2008","Women","70-74","0.295"
"Portugal","2008","Women","75-79","0.419"
"Portugal","2008","Women","80-84","0.459"
"Portugal","2008","Women","85+","0.522"
"Portugal","2008","Men","16-19","0.024"
"Portugal","2008","Men","20-24","0.013"
"Portugal","2008","Men","25-29","0.02"
"Portugal","2008","Men","30-34","0.056"
"Portugal","2008","Men","35-39","0.066"
"Portugal","2008","Men","40-44","0.058"
"Portugal","2008","Men","45-49","0.044"
"Portugal","2008","Men","50-54","0.07"
"Portugal","2008","Men","55-59","0.101"
"Portugal","2008","Men","60-64","0.115"
"Portugal","2008","Men","65-69","0.198"
"Portugal","2008","Men","70-74","0.185"
"Portugal","2008","Men","75-79","0.314"
"Portugal","2008","Men","80-84","0.39"
"Portugal","2008","Men","85+","0.555"
"Romania","2008","Women","16-19","0.011"
"Romania","2008","Women","20-24","0.012"
"Romania","2008","Women","25-29","0.009"
"Romania","2008","Women","30-34","0.016"
"Romania","2008","Women","35-39","0.023"
"Romania","2008","Women","40-44","0.015"
"Romania","2008","Women","45-49","0.046"
"Romania","2008","Women","50-54","0.076"
"Romania","2008","Women","55-59","0.061"
"Romania","2008","Women","60-64","0.114"
"Romania","2008","Women","65-69","0.119"
"Romania","2008","Women","70-74","0.195"
"Romania","2008","Women","75-79","0.223"
"Romania","2008","Women","80-84","0.349"
"Romania","2008","Women","85+","0.387"
"Romania","2008","Men","16-19","0.023"
"Romania","2008","Men","20-24","0.016"
"Romania","2008","Men","25-29","0.007"
"Romania","2008","Men","30-34","0.015"
"Romania","2008","Men","35-39","0.027"
"Romania","2008","Men","40-44","0.022"
"Romania","2008","Men","45-49","0.057"
"Romania","2008","Men","50-54","0.058"
"Romania","2008","Men","55-59","0.11"
"Romania","2008","Men","60-64","0.09"
"Romania","2008","Men","65-69","0.097"
"Romania","2008","Men","70-74","0.162"
"Romania","2008","Men","75-79","0.226"
"Romania","2008","Men","80-84","0.242"
"Romania","2008","Men","85+","0.285"
"Slovakia","2008","Women","16-19","0.013"
"Slovakia","2008","Women","20-24","0.023"
"Slovakia","2008","Women","25-29","0.022"
"Slovakia","2008","Women","30-34","0.026"
"Slovakia","2008","Women","35-39","0.024"
"Slovakia","2008","Women","40-44","0.046"
"Slovakia","2008","Women","45-49","0.058"
"Slovakia","2008","Women","50-54","0.091"
"Slovakia","2008","Women","55-59","0.11"
"Slovakia","2008","Women","60-64","0.177"
"Slovakia","2008","Women","65-69","0.229"
"Slovakia","2008","Women","70-74","0.315"
"Slovakia","2008","Women","75-79","0.523"
"Slovakia","2008","Women","80-84","0.547"
"Slovakia","2008","Women","85+","0.625"
"Slovakia","2008","Men","16-19","0.014"
"Slovakia","2008","Men","20-24","0.022"
"Slovakia","2008","Men","25-29","0.017"
"Slovakia","2008","Men","30-34","0.025"
"Slovakia","2008","Men","35-39","0.033"
"Slovakia","2008","Men","40-44","0.041"
"Slovakia","2008","Men","45-49","0.061"
"Slovakia","2008","Men","50-54","0.083"
"Slovakia","2008","Men","55-59","0.165"
"Slovakia","2008","Men","60-64","0.195"
"Slovakia","2008","Men","65-69","0.24"
"Slovakia","2008","Men","70-74","0.345"
"Slovakia","2008","Men","75-79","0.364"
"Slovakia","2008","Men","80-84","0.497"
"Slovakia","2008","Men","85+","0.604"
"Slovenia","2008","Women","16-19","0.013"
"Slovenia","2008","Women","20-24","0.042"
"Slovenia","2008","Women","25-29","0.03"
"Slovenia","2008","Women","30-34","0.03"
"Slovenia","2008","Women","35-39","0.05"
"Slovenia","2008","Women","40-44","0.064"
"Slovenia","2008","Women","45-49","0.07"
"Slovenia","2008","Women","50-54","0.123"
"Slovenia","2008","Women","55-59","0.145"
"Slovenia","2008","Women","60-64","0.101"
"Slovenia","2008","Women","65-69","0.157"
"Slovenia","2008","Women","70-74","0.197"
"Slovenia","2008","Women","75-79","0.257"
"Slovenia","2008","Women","80-84","0.337"
"Slovenia","2008","Women","85+","0.319"
"Slovenia","2008","Men","16-19","0.034"
"Slovenia","2008","Men","20-24","0.024"
"Slovenia","2008","Men","25-29","0.034"
"Slovenia","2008","Men","30-34","0.048"
"Slovenia","2008","Men","35-39","0.035"
"Slovenia","2008","Men","40-44","0.067"
"Slovenia","2008","Men","45-49","0.101"
"Slovenia","2008","Men","50-54","0.107"
"Slovenia","2008","Men","55-59","0.134"
"Slovenia","2008","Men","60-64","0.132"
"Slovenia","2008","Men","65-69","0.175"
"Slovenia","2008","Men","70-74","0.202"
"Slovenia","2008","Men","75-79","0.208"
"Slovenia","2008","Men","80-84","0.16"
"Slovenia","2008","Men","85+","0.311"
"Spain","2008","Women","16-19","0.009"
"Spain","2008","Women","20-24","0.014"
"Spain","2008","Women","25-29","0.006"
"Spain","2008","Women","30-34","0.01"
"Spain","2008","Women","35-39","0.021"
"Spain","2008","Women","40-44","0.027"
"Spain","2008","Women","45-49","0.04"
"Spain","2008","Women","50-54","0.047"
"Spain","2008","Women","55-59","0.074"
"Spain","2008","Women","60-64","0.063"
"Spain","2008","Women","65-69","0.091"
"Spain","2008","Women","70-74","0.146"
"Spain","2008","Women","75-79","0.169"
"Spain","2008","Women","80-84","0.215"
"Spain","2008","Women","85+","0.372"
"Spain","2008","Men","16-19","0.003"
"Spain","2008","Men","20-24","0.005"
"Spain","2008","Men","25-29","0.013"
"Spain","2008","Men","30-34","0.015"
"Spain","2008","Men","35-39","0.036"
"Spain","2008","Men","40-44","0.025"
"Spain","2008","Men","45-49","0.033"
"Spain","2008","Men","50-54","0.042"
"Spain","2008","Men","55-59","0.051"
"Spain","2008","Men","60-64","0.08"
"Spain","2008","Men","65-69","0.076"
"Spain","2008","Men","70-74","0.085"
"Spain","2008","Men","75-79","0.097"
"Spain","2008","Men","80-84","0.186"
"Spain","2008","Men","85+","0.299"
"Sweden","2008","Women","16-19","0.027"
"Sweden","2008","Women","20-24","0.045"
