"Territorial Unit","Year","Sex","Age","Severely Limited"
"Slovenia","2009","Men","80-84","0.273"
"Slovenia","2009","Men","85+","0.323"
"Spain","2009","Women","16-19","0.002"
"Spain","2009","Women","20-24","0.007"
"Spain","2009","Women","25-29","0.019"
"Spain","2009","Women","30-34","0.012"
"Spain","2009","Women","35-39","0.024"
"Spain","2009","Women","40-44","0.023"
"Spain","2009","Women","45-49","0.045"
"Spain","2009","Women","50-54","0.046"
"Spain","2009","Women","55-59","0.054"
"Spain","2009","Women","60-64","0.071"
"Spain","2009","Women","65-69","0.089"
"Spain","2009","Women","70-74","0.131"
"Spain","2009","Women","75-79","0.163"
"Spain","2009","Women","80-84","0.234"
"Spain","2009","Women","85+","0.355"
"Spain","2009","Men","16-19","0.008"
"Spain","2009","Men","20-24","0.012"
"Spain","2009","Men","25-29","0.015"
"Spain","2009","Men","30-34","0.034"
"Spain","2009","Men","35-39","0.026"
"Spain","2009","Men","40-44","0.029"
"Spain","2009","Men","45-49","0.034"
"Spain","2009","Men","50-54","0.045"
"Spain","2009","Men","55-59","0.055"
"Spain","2009","Men","60-64","0.081"
"Spain","2009","Men","65-69","0.086"
"Spain","2009","Men","70-74","0.097"
"Spain","2009","Men","75-79","0.125"
"Spain","2009","Men","80-84","0.196"
"Spain","2009","Men","85+","0.267"
"Sweden","2009","Women","16-19","0.047"
"Sweden","2009","Women","20-24","0.022"
"Sweden","2009","Women","25-29","0.016"
"Sweden","2009","Women","30-34","0.022"
"Sweden","2009","Women","35-39","0.06"
"Sweden","2009","Women","40-44","0.055"
"Sweden","2009","Women","45-49","0.068"
"Sweden","2009","Women","50-54","0.094"
"Sweden","2009","Women","55-59","0.114"
"Sweden","2009","Women","60-64","0.088"
"Sweden","2009","Women","65-69","0.056"
"Sweden","2009","Women","70-74","0.105"
"Sweden","2009","Women","75-79","0.138"
"Sweden","2009","Women","80-84","0.161"
"Sweden","2009","Women","85+","0.247"
"Sweden","2009","Men","16-19","0.005"
"Sweden","2009","Men","20-24","0.014"
"Sweden","2009","Men","25-29","0.03"
"Sweden","2009","Men","30-34","0.003"
"Sweden","2009","Men","35-39","0.018"
"Sweden","2009","Men","40-44","0.036"
"Sweden","2009","Men","45-49","0.038"
"Sweden","2009","Men","50-54","0.054"
"Sweden","2009","Men","55-59","0.061"
"Sweden","2009","Men","60-64","0.079"
"Sweden","2009","Men","65-69","0.068"
"Sweden","2009","Men","70-74","0.072"
"Sweden","2009","Men","75-79","0.152"
"Sweden","2009","Men","80-84","0.177"
"Sweden","2009","Men","85+","0.097"
"United Kingdom","2009","Women","16-19","0.018"
"United Kingdom","2009","Women","20-24","0.02"
"United Kingdom","2009","Women","25-29","0.018"
"United Kingdom","2009","Women","30-34","0.057"
"United Kingdom","2009","Women","35-39","0.039"
"United Kingdom","2009","Women","40-44","0.079"
"United Kingdom","2009","Women","45-49","0.079"
"United Kingdom","2009","Women","50-54","0.091"
"United Kingdom","2009","Women","55-59","0.099"
"United Kingdom","2009","Women","60-64","0.107"
"United Kingdom","2009","Women","65-69","0.188"
"United Kingdom","2009","Women","70-74","0.161"
"United Kingdom","2009","Women","75-79","0.249"
"United Kingdom","2009","Women","80-84","0.218"
"United Kingdom","2009","Women","85+","0.32"
"United Kingdom","2009","Men","16-19","0.023"
"United Kingdom","2009","Men","20-24","0.033"
"United Kingdom","2009","Men","25-29","0.015"
"United Kingdom","2009","Men","30-34","0.038"
"United Kingdom","2009","Men","35-39","0.036"
"United Kingdom","2009","Men","40-44","0.042"
"United Kingdom","2009","Men","45-49","0.075"
"United Kingdom","2009","Men","50-54","0.094"
"United Kingdom","2009","Men","55-59","0.117"
"United Kingdom","2009","Men","60-64","0.132"
"United Kingdom","2009","Men","65-69","0.154"
"United Kingdom","2009","Men","70-74","0.175"
"United Kingdom","2009","Men","75-79","0.206"
"United Kingdom","2009","Men","80-84","0.189"
"United Kingdom","2009","Men","85+","0.299"
"Austria","2010","Women","16-19","0.013"
"Austria","2010","Women","20-24","0.01"
"Austria","2010","Women","25-29","0.018"
"Austria","2010","Women","30-34","0.033"
"Austria","2010","Women","35-39","0.028"
"Austria","2010","Women","40-44","0.035"
"Austria","2010","Women","45-49","0.098"
"Austria","2010","Women","50-54","0.096"
"Austria","2010","Women","55-59","0.137"
"Austria","2010","Women","60-64","0.132"
"Austria","2010","Women","65-69","0.132"
"Austria","2010","Women","70-74","0.193"
"Austria","2010","Women","75-79","0.261"
"Austria","2010","Women","80-84","0.371"
"Austria","2010","Women","85+","0.533"
"Austria","2010","Men","16-19","0.017"
"Austria","2010","Men","20-24","0.01"
"Austria","2010","Men","25-29","0.019"
"Austria","2010","Men","30-34","0.021"
"Austria","2010","Men","35-39","0.048"
"Austria","2010","Men","40-44","0.038"
"Austria","2010","Men","45-49","0.057"
"Austria","2010","Men","50-54","0.077"
"Austria","2010","Men","55-59","0.12"
"Austria","2010","Men","60-64","0.15"
"Austria","2010","Men","65-69","0.123"
"Austria","2010","Men","70-74","0.143"
"Austria","2010","Men","75-79","0.234"
"Austria","2010","Men","80-84","0.349"
"Austria","2010","Men","85+","0.365"
"Belgium","2010","Women","16-19","0.013"
"Belgium","2010","Women","20-24","0.015"
"Belgium","2010","Women","25-29","0.042"
"Belgium","2010","Women","30-34","0.018"
"Belgium","2010","Women","35-39","0.051"
"Belgium","2010","Women","40-44","0.055"
"Belgium","2010","Women","45-49","0.065"
"Belgium","2010","Women","50-54","0.101"
"Belgium","2010","Women","55-59","0.106"
"Belgium","2010","Women","60-64","0.075"
"Belgium","2010","Women","65-69","0.12"
"Belgium","2010","Women","70-74","0.158"
"Belgium","2010","Women","75-79","0.239"
"Belgium","2010","Women","80-84","0.238"
"Belgium","2010","Women","85+","0.397"
"Belgium","2010","Men","16-19","0.018"
"Belgium","2010","Men","20-24","0.027"
"Belgium","2010","Men","25-29","0.024"
"Belgium","2010","Men","30-34","0.024"
"Belgium","2010","Men","35-39","0.041"
"Belgium","2010","Men","40-44","0.041"
"Belgium","2010","Men","45-49","0.057"
"Belgium","2010","Men","50-54","0.081"
"Belgium","2010","Men","55-59","0.079"
"Belgium","2010","Men","60-64","0.084"
"Belgium","2010","Men","65-69","0.105"
"Belgium","2010","Men","70-74","0.123"
"Belgium","2010","Men","75-79","0.155"
"Belgium","2010","Men","80-84","0.172"
"Belgium","2010","Men","85+","0.256"
"Bulgaria","2010","Women","16-19","0.002"
"Bulgaria","2010","Women","20-24","0.004"
"Bulgaria","2010","Women","25-29","0.006"
"Bulgaria","2010","Women","30-34","0"
"Bulgaria","2010","Women","35-39","0.014"
"Bulgaria","2010","Women","40-44","0.013"
"Bulgaria","2010","Women","45-49","0.007"
"Bulgaria","2010","Women","50-54","0.028"
"Bulgaria","2010","Women","55-59","0.036"
"Bulgaria","2010","Women","60-64","0.048"
"Bulgaria","2010","Women","65-69","0.047"
"Bulgaria","2010","Women","70-74","0.08"
"Bulgaria","2010","Women","75-79","0.113"
"Bulgaria","2010","Women","80-84","0.169"
"Bulgaria","2010","Women","85+","0.312"
"Bulgaria","2010","Men","16-19","0"
"Bulgaria","2010","Men","20-24","0.004"
"Bulgaria","2010","Men","25-29","0.018"
"Bulgaria","2010","Men","30-34","0.022"
"Bulgaria","2010","Men","35-39","0.018"
"Bulgaria","2010","Men","40-44","0.02"
"Bulgaria","2010","Men","45-49","0.017"
"Bulgaria","2010","Men","50-54","0.015"
"Bulgaria","2010","Men","55-59","0.043"
"Bulgaria","2010","Men","60-64","0.05"
"Bulgaria","2010","Men","65-69","0.08"
"Bulgaria","2010","Men","70-74","0.076"
"Bulgaria","2010","Men","75-79","0.103"
"Bulgaria","2010","Men","80-84","0.146"
"Bulgaria","2010","Men","85+","0.221"
"Cyprus","2010","Women","16-19","0.008"
"Cyprus","2010","Women","20-24","0.008"
"Cyprus","2010","Women","25-29","0.005"
"Cyprus","2010","Women","30-34","0.028"
"Cyprus","2010","Women","35-39","0.033"
"Cyprus","2010","Women","40-44","0.027"
"Cyprus","2010","Women","45-49","0.044"
"Cyprus","2010","Women","50-54","0.061"
"Cyprus","2010","Women","55-59","0.114"
"Cyprus","2010","Women","60-64","0.168"
"Cyprus","2010","Women","65-69","0.157"
"Cyprus","2010","Women","70-74","0.23"
"Cyprus","2010","Women","75-79","0.312"
"Cyprus","2010","Women","80-84","0.439"
"Cyprus","2010","Women","85+","0.462"
"Cyprus","2010","Men","16-19","0.008"
"Cyprus","2010","Men","20-24","0.027"
"Cyprus","2010","Men","25-29","0.028"
"Cyprus","2010","Men","30-34","0.023"
"Cyprus","2010","Men","35-39","0.037"
"Cyprus","2010","Men","40-44","0.016"
"Cyprus","2010","Men","45-49","0.039"
"Cyprus","2010","Men","50-54","0.057"
"Cyprus","2010","Men","55-59","0.1"
"Cyprus","2010","Men","60-64","0.125"
"Cyprus","2010","Men","65-69","0.122"
"Cyprus","2010","Men","70-74","0.157"
"Cyprus","2010","Men","75-79","0.252"
"Cyprus","2010","Men","80-84","0.215"
"Cyprus","2010","Men","85+","0.497"
"Czech Republic","2010","Women","16-19","0.008"
"Czech Republic","2010","Women","20-24","0.008"
"Czech Republic","2010","Women","25-29","0.02"
"Czech Republic","2010","Women","30-34","0.022"
"Czech Republic","2010","Women","35-39","0.015"
"Czech Republic","2010","Women","40-44","0.007"
"Czech Republic","2010","Women","45-49","0.031"
"Czech Republic","2010","Women","50-54","0.05"
"Czech Republic","2010","Women","55-59","0.078"
"Czech Republic","2010","Women","60-64","0.076"
"Czech Republic","2010","Women","65-69","0.066"
"Czech Republic","2010","Women","70-74","0.117"
"Czech Republic","2010","Women","75-79","0.201"
"Czech Republic","2010","Women","80-84","0.239"
"Czech Republic","2010","Women","85+","0.457"
"Czech Republic","2010","Men","16-19","0.003"
"Czech Republic","2010","Men","20-24","0.028"
"Czech Republic","2010","Men","25-29","0.026"
"Czech Republic","2010","Men","30-34","0.018"
"Czech Republic","2010","Men","35-39","0.016"
"Czech Republic","2010","Men","40-44","0.017"
"Czech Republic","2010","Men","45-49","0.038"
"Czech Republic","2010","Men","50-54","0.073"
"Czech Republic","2010","Men","55-59","0.077"
"Czech Republic","2010","Men","60-64","0.085"
"Czech Republic","2010","Men","65-69","0.075"
"Czech Republic","2010","Men","70-74","0.113"
"Czech Republic","2010","Men","75-79","0.155"
"Czech Republic","2010","Men","80-84","0.197"
"Czech Republic","2010","Men","85+","0.278"
"Denmark","2010","Women","16-19","0.032"
"Denmark","2010","Women","20-24","0.027"
"Denmark","2010","Women","25-29","0.038"
"Denmark","2010","Women","30-34","0.082"
"Denmark","2010","Women","35-39","0.082"
"Denmark","2010","Women","40-44","0.116"
"Denmark","2010","Women","45-49","0.104"
"Denmark","2010","Women","50-54","0.068"
"Denmark","2010","Women","55-59","0.104"
"Denmark","2010","Women","60-64","0.081"
"Denmark","2010","Women","65-69","0.124"
"Denmark","2010","Women","70-74","0.12"
"Denmark","2010","Women","75-79","0.078"
"Denmark","2010","Women","80-84","0.085"
"Denmark","2010","Women","85+","0.11"
"Denmark","2010","Men","16-19","0.034"
"Denmark","2010","Men","20-24","0.023"
"Denmark","2010","Men","25-29","0"
"Denmark","2010","Men","30-34","0.061"
"Denmark","2010","Men","35-39","0.088"
"Denmark","2010","Men","40-44","0.084"
"Denmark","2010","Men","45-49","0.094"
"Denmark","2010","Men","50-54","0.052"
"Denmark","2010","Men","55-59","0.117"
"Denmark","2010","Men","60-64","0.073"
"Denmark","2010","Men","65-69","0.068"
"Denmark","2010","Men","70-74","0.078"
"Denmark","2010","Men","75-79","0.141"
"Denmark","2010","Men","80-84","0.088"
"Denmark","2010","Men","85+","0.106"
"Estonia","2010","Women","16-19","0.009"
"Estonia","2010","Women","20-24","0.014"
"Estonia","2010","Women","25-29","0.01"
"Estonia","2010","Women","30-34","0.003"
"Estonia","2010","Women","35-39","0.016"
"Estonia","2010","Women","40-44","0.018"
"Estonia","2010","Women","45-49","0.045"
"Estonia","2010","Women","50-54","0.069"
"Estonia","2010","Women","55-59","0.075"
"Estonia","2010","Women","60-64","0.064"
"Estonia","2010","Women","65-69","0.097"
"Estonia","2010","Women","70-74","0.181"
"Estonia","2010","Women","75-79","0.269"
"Estonia","2010","Women","80-84","0.391"
"Estonia","2010","Women","85+","0.55"
"Estonia","2010","Men","16-19","0.006"
"Estonia","2010","Men","20-24","0.01"
"Estonia","2010","Men","25-29","0.022"
"Estonia","2010","Men","30-34","0.021"
"Estonia","2010","Men","35-39","0.015"
"Estonia","2010","Men","40-44","0.031"
"Estonia","2010","Men","45-49","0.072"
"Estonia","2010","Men","50-54","0.063"
"Estonia","2010","Men","55-59","0.106"
"Estonia","2010","Men","60-64","0.102"
"Estonia","2010","Men","65-69","0.125"
"Estonia","2010","Men","70-74","0.191"
"Estonia","2010","Men","75-79","0.218"
"Estonia","2010","Men","80-84","0.356"
"Estonia","2010","Men","85+","0.412"
"Finland","2010","Women","16-19","0.018"
"Finland","2010","Women","20-24","0.015"
"Finland","2010","Women","25-29","0.033"
"Finland","2010","Women","30-34","0.026"
"Finland","2010","Women","35-39","0.05"
"Finland","2010","Women","40-44","0.033"
"Finland","2010","Women","45-49","0.037"
"Finland","2010","Women","50-54","0.099"
"Finland","2010","Women","55-59","0.093"
"Finland","2010","Women","60-64","0.082"
"Finland","2010","Women","65-69","0.078"
"Finland","2010","Women","70-74","0.126"
"Finland","2010","Women","75-79","0.241"
"Finland","2010","Women","80-84","0.231"
"Finland","2010","Women","85+","0.393"
"Finland","2010","Men","16-19","0.05"
"Finland","2010","Men","20-24","0.021"
"Finland","2010","Men","25-29","0.02"
"Finland","2010","Men","30-34","0.023"
"Finland","2010","Men","35-39","0.027"
"Finland","2010","Men","40-44","0.041"
"Finland","2010","Men","45-49","0.076"
"Finland","2010","Men","50-54","0.051"
"Finland","2010","Men","55-59","0.122"
"Finland","2010","Men","60-64","0.098"
"Finland","2010","Men","65-69","0.085"
"Finland","2010","Men","70-74","0.142"
"Finland","2010","Men","75-79","0.129"
"Finland","2010","Men","80-84","0.202"
"Finland","2010","Men","85+","0.366"
"France","2010","Women","16-19","0.013"
"France","2010","Women","20-24","0.014"
"France","2010","Women","25-29","0.016"
"France","2010","Women","30-34","0.038"
"France","2010","Women","35-39","0.045"
"France","2010","Women","40-44","0.057"
"France","2010","Women","45-49","0.069"
"France","2010","Women","50-54","0.112"
"France","2010","Women","55-59","0.114"
"France","2010","Women","60-64","0.107"
"France","2010","Women","65-69","0.127"
"France","2010","Women","70-74","0.179"
"France","2010","Women","75-79","0.242"
"France","2010","Women","80-84","0.342"
"France","2010","Women","85+","0.487"
"France","2010","Men","16-19","0.017"
"France","2010","Men","20-24","0.017"
"France","2010","Men","25-29","0.032"
"France","2010","Men","30-34","0.028"
"France","2010","Men","35-39","0.04"
"France","2010","Men","40-44","0.041"
"France","2010","Men","45-49","0.052"
"France","2010","Men","50-54","0.085"
"France","2010","Men","55-59","0.11"
"France","2010","Men","60-64","0.099"
"France","2010","Men","65-69","0.104"
"France","2010","Men","70-74","0.171"
"France","2010","Men","75-79","0.226"
"France","2010","Men","80-84","0.364"
"France","2010","Men","85+","0.416"
"Germany","2010","Women","16-19","0.01"
"Germany","2010","Women","20-24","0.014"
"Germany","2010","Women","25-29","0.031"
"Germany","2010","Women","30-34","0.041"
"Germany","2010","Women","35-39","0.03"
"Germany","2010","Women","40-44","0.071"
"Germany","2010","Women","45-49","0.075"
"Germany","2010","Women","50-54","0.091"
"Germany","2010","Women","55-59","0.147"
"Germany","2010","Women","60-64","0.113"
"Germany","2010","Women","65-69","0.127"
"Germany","2010","Women","70-74","0.155"
"Germany","2010","Women","75-79","0.278"
"Germany","2010","Women","80-84","0.364"
"Germany","2010","Women","85+","0.541"
"Germany","2010","Men","16-19","0.02"
"Germany","2010","Men","20-24","0.021"
"Germany","2010","Men","25-29","0.02"
"Germany","2010","Men","30-34","0.037"
"Germany","2010","Men","35-39","0.039"
"Germany","2010","Men","40-44","0.067"
"Germany","2010","Men","45-49","0.073"
"Germany","2010","Men","50-54","0.109"
"Germany","2010","Men","55-59","0.161"
"Germany","2010","Men","60-64","0.186"
"Germany","2010","Men","65-69","0.151"
"Germany","2010","Men","70-74","0.167"
"Germany","2010","Men","75-79","0.231"
"Germany","2010","Men","80-84","0.263"
"Germany","2010","Men","85+","0.4"
"Greece","2010","Women","16-19","0.005"
"Greece","2010","Women","20-24","0.001"
"Greece","2010","Women","25-29","0.005"
"Greece","2010","Women","30-34","0.006"
"Greece","2010","Women","35-39","0.012"
"Greece","2010","Women","40-44","0.021"
"Greece","2010","Women","45-49","0.033"
"Greece","2010","Women","50-54","0.038"
"Greece","2010","Women","55-59","0.035"
"Greece","2010","Women","60-64","0.092"
"Greece","2010","Women","65-69","0.131"
"Greece","2010","Women","70-74","0.207"
"Greece","2010","Women","75-79","0.332"
"Greece","2010","Women","80-84","0.405"
"Greece","2010","Women","85+","0.523"
"Greece","2010","Men","16-19","0.014"
"Greece","2010","Men","20-24","0.008"
"Greece","2010","Men","25-29","0.001"
"Greece","2010","Men","30-34","0.011"
"Greece","2010","Men","35-39","0.02"
"Greece","2010","Men","40-44","0.021"
"Greece","2010","Men","45-49","0.044"
"Greece","2010","Men","50-54","0.032"
"Greece","2010","Men","55-59","0.073"
"Greece","2010","Men","60-64","0.109"
"Greece","2010","Men","65-69","0.139"
"Greece","2010","Men","70-74","0.127"
"Greece","2010","Men","75-79","0.3"
"Greece","2010","Men","80-84","0.318"
"Greece","2010","Men","85+","0.423"
"Hungary","2010","Women","16-19","0.011"
"Hungary","2010","Women","20-24","0.008"
"Hungary","2010","Women","25-29","0.021"
"Hungary","2010","Women","30-34","0.035"
"Hungary","2010","Women","35-39","0.024"
"Hungary","2010","Women","40-44","0.046"
"Hungary","2010","Women","45-49","0.061"
"Hungary","2010","Women","50-54","0.081"
"Hungary","2010","Women","55-59","0.097"
"Hungary","2010","Women","60-64","0.106"
"Hungary","2010","Women","65-69","0.165"
"Hungary","2010","Women","70-74","0.167"
"Hungary","2010","Women","75-79","0.3"
"Hungary","2010","Women","80-84","0.338"
"Hungary","2010","Women","85+","0.444"
"Hungary","2010","Men","16-19","0.014"
"Hungary","2010","Men","20-24","0.014"
"Hungary","2010","Men","25-29","0.018"
"Hungary","2010","Men","30-34","0.029"
"Hungary","2010","Men","35-39","0.025"
"Hungary","2010","Men","40-44","0.038"
"Hungary","2010","Men","45-49","0.059"
"Hungary","2010","Men","50-54","0.086"
"Hungary","2010","Men","55-59","0.094"
"Hungary","2010","Men","60-64","0.147"
"Hungary","2010","Men","65-69","0.144"
"Hungary","2010","Men","70-74","0.233"
"Hungary","2010","Men","75-79","0.186"
"Hungary","2010","Men","80-84","0.312"
"Hungary","2010","Men","85+","0.344"
"Ireland","2010","Women","16-19","0.002"
"Ireland","2010","Women","20-24","0.016"
"Ireland","2010","Women","25-29","0.018"
"Ireland","2010","Women","30-34","0.021"
"Ireland","2010","Women","35-39","0.022"
"Ireland","2010","Women","40-44","0.014"
"Ireland","2010","Women","45-49","0.026"
"Ireland","2010","Women","50-54","0.047"
"Ireland","2010","Women","55-59","0.067"
"Ireland","2010","Women","60-64","0.047"
"Ireland","2010","Women","65-69","0.076"
"Ireland","2010","Women","70-74","0.136"
"Ireland","2010","Women","75-79","0.148"
"Ireland","2010","Women","80-84","0.153"
"Ireland","2010","Women","85+","0.324"
"Ireland","2010","Men","16-19","0.016"
"Ireland","2010","Men","20-24","0.034"
"Ireland","2010","Men","25-29","0.013"
"Ireland","2010","Men","30-34","0.037"
"Ireland","2010","Men","35-39","0.054"
"Ireland","2010","Men","40-44","0.033"
"Ireland","2010","Men","45-49","0.034"
"Ireland","2010","Men","50-54","0.039"
"Ireland","2010","Men","55-59","0.081"
"Ireland","2010","Men","60-64","0.109"
"Ireland","2010","Men","65-69","0.117"
"Ireland","2010","Men","70-74","0.055"
"Ireland","2010","Men","75-79","0.123"
"Ireland","2010","Men","80-84","0.196"
"Ireland","2010","Men","85+","0.229"
"Italy","2010","Women","16-19","0.006"
"Italy","2010","Women","20-24","0.003"
"Italy","2010","Women","25-29","0.012"
"Italy","2010","Women","30-34","0.014"
"Italy","2010","Women","35-39","0.018"
"Italy","2010","Women","40-44","0.023"
"Italy","2010","Women","45-49","0.027"
"Italy","2010","Women","50-54","0.041"
"Italy","2010","Women","55-59","0.052"
"Italy","2010","Women","60-64","0.061"
"Italy","2010","Women","65-69","0.091"
"Italy","2010","Women","70-74","0.114"
"Italy","2010","Women","75-79","0.175"
"Italy","2010","Women","80-84","0.282"
"Italy","2010","Women","85+","0.375"
"Italy","2010","Men","16-19","0.007"
"Italy","2010","Men","20-24","0.011"
"Italy","2010","Men","25-29","0.006"
"Italy","2010","Men","30-34","0.017"
"Italy","2010","Men","35-39","0.017"
"Italy","2010","Men","40-44","0.024"
"Italy","2010","Men","45-49","0.031"
"Italy","2010","Men","50-54","0.025"
"Italy","2010","Men","55-59","0.043"
"Italy","2010","Men","60-64","0.058"
"Italy","2010","Men","65-69","0.065"
"Italy","2010","Men","70-74","0.101"
"Italy","2010","Men","75-79","0.172"
"Italy","2010","Men","80-84","0.26"
"Italy","2010","Men","85+","0.276"
"Latvia","2010","Women","16-19","0.007"
"Latvia","2010","Women","20-24","0.016"
"Latvia","2010","Women","25-29","0.013"
"Latvia","2010","Women","30-34","0.005"
"Latvia","2010","Women","35-39","0.013"
"Latvia","2010","Women","40-44","0.028"
"Latvia","2010","Women","45-49","0.04"
"Latvia","2010","Women","50-54","0.046"
"Latvia","2010","Women","55-59","0.089"
"Latvia","2010","Women","60-64","0.116"
"Latvia","2010","Women","65-69","0.111"
"Latvia","2010","Women","70-74","0.146"
"Latvia","2010","Women","75-79","0.232"
"Latvia","2010","Women","80-84","0.313"
"Latvia","2010","Women","85+","0.38"
"Latvia","2010","Men","16-19","0.008"
"Latvia","2010","Men","20-24","0.012"
"Latvia","2010","Men","25-29","0.009"
"Latvia","2010","Men","30-34","0.033"
"Latvia","2010","Men","35-39","0.031"
"Latvia","2010","Men","40-44","0.033"
"Latvia","2010","Men","45-49","0.042"
"Latvia","2010","Men","50-54","0.056"
"Latvia","2010","Men","55-59","0.07"
"Latvia","2010","Men","60-64","0.094"
"Latvia","2010","Men","65-69","0.15"
"Latvia","2010","Men","70-74","0.214"
"Latvia","2010","Men","75-79","0.171"
"Latvia","2010","Men","80-84","0.301"
"Latvia","2010","Men","85+","0.432"
"Lithuania","2010","Women","16-19","0"
"Lithuania","2010","Women","20-24","0.01"
"Lithuania","2010","Women","25-29","0.006"
"Lithuania","2010","Women","30-34","0.01"
"Lithuania","2010","Women","35-39","0.027"
"Lithuania","2010","Women","40-44","0.014"
"Lithuania","2010","Women","45-49","0.019"
"Lithuania","2010","Women","50-54","0.055"
"Lithuania","2010","Women","55-59","0.084"
"Lithuania","2010","Women","60-64","0.067"
"Lithuania","2010","Women","65-69","0.148"
"Lithuania","2010","Women","70-74","0.166"
"Lithuania","2010","Women","75-79","0.185"
"Lithuania","2010","Women","80-84","0.419"
"Lithuania","2010","Women","85+","0.418"
"Lithuania","2010","Men","16-19","0.003"
"Lithuania","2010","Men","20-24","0.003"
"Lithuania","2010","Men","25-29","0.015"
"Lithuania","2010","Men","30-34","0.031"
"Lithuania","2010","Men","35-39","0.018"
"Lithuania","2010","Men","40-44","0.066"
"Lithuania","2010","Men","45-49","0.018"
"Lithuania","2010","Men","50-54","0.046"
"Lithuania","2010","Men","55-59","0.058"
"Lithuania","2010","Men","60-64","0.135"
"Lithuania","2010","Men","65-69","0.145"
"Lithuania","2010","Men","70-74","0.111"
"Lithuania","2010","Men","75-79","0.164"
"Lithuania","2010","Men","80-84","0.279"
"Lithuania","2010","Men","85+","0.363"
"Luxembourg","2010","Women","16-19","0.011"
"Luxembourg","2010","Women","20-24","0.026"
"Luxembourg","2010","Women","25-29","0.014"
"Luxembourg","2010","Women","30-34","0.041"
"Luxembourg","2010","Women","35-39","0.02"
"Luxembourg","2010","Women","40-44","0.039"
"Luxembourg","2010","Women","45-49","0.068"
"Luxembourg","2010","Women","50-54","0.082"
"Luxembourg","2010","Women","55-59","0.078"
"Luxembourg","2010","Women","60-64","0.092"
"Luxembourg","2010","Women","65-69","0.089"
"Luxembourg","2010","Women","70-74","0.118"
"Luxembourg","2010","Women","75-79","0.204"
"Luxembourg","2010","Women","80-84","0.177"
"Luxembourg","2010","Women","85+","0.14"
"Luxembourg","2010","Men","16-19","0.003"
"Luxembourg","2010","Men","20-24","0.016"
"Luxembourg","2010","Men","25-29","0.027"
"Luxembourg","2010","Men","30-34","0.012"
"Luxembourg","2010","Men","35-39","0.025"
"Luxembourg","2010","Men","40-44","0.034"
"Luxembourg","2010","Men","45-49","0.047"
"Luxembourg","2010","Men","50-54","0.079"
"Luxembourg","2010","Men","55-59","0.118"
"Luxembourg","2010","Men","60-64","0.067"
"Luxembourg","2010","Men","65-69","0.072"
"Luxembourg","2010","Men","70-74","0.119"
"Luxembourg","2010","Men","75-79","0.13"
"Luxembourg","2010","Men","80-84","0.154"
"Luxembourg","2010","Men","85+","0.404"
"Malta","2010","Women","16-19","0"
"Malta","2010","Women","20-24","0.002"
"Malta","2010","Women","25-29","0.004"
"Malta","2010","Women","30-34","0.002"
"Malta","2010","Women","35-39","0.015"
"Malta","2010","Women","40-44","0.017"
"Malta","2010","Women","45-49","0.026"
"Malta","2010","Women","50-54","0.035"
"Malta","2010","Women","55-59","0.067"
"Malta","2010","Women","60-64","0.025"
"Malta","2010","Women","65-69","0.071"
"Malta","2010","Women","70-74","0.123"
"Malta","2010","Women","75-79","0.16"
"Malta","2010","Women","80-84","0.294"
"Malta","2010","Women","85+","0.262"
"Malta","2010","Men","16-19","0"
"Malta","2010","Men","20-24","0.001"
"Malta","2010","Men","25-29","0.009"
"Malta","2010","Men","30-34","0.005"
"Malta","2010","Men","35-39","0.024"
"Malta","2010","Men","40-44","0.011"
"Malta","2010","Men","45-49","0.022"
"Malta","2010","Men","50-54","0.04"
"Malta","2010","Men","55-59","0.031"
"Malta","2010","Men","60-64","0.03"
"Malta","2010","Men","65-69","0.044"
"Malta","2010","Men","70-74","0.123"
"Malta","2010","Men","75-79","0.078"
"Malta","2010","Men","80-84","0.195"
"Malta","2010","Men","85+","0.176"
"Netherlands","2010","Women","16-19","0"
"Netherlands","2010","Women","20-24","0.019"
"Netherlands","2010","Women","25-29","0.013"
"Netherlands","2010","Women","30-34","0.029"
"Netherlands","2010","Women","35-39","0.031"
"Netherlands","2010","Women","40-44","0.044"
"Netherlands","2010","Women","45-49","0.036"
"Netherlands","2010","Women","50-54","0.053"
"Netherlands","2010","Women","55-59","0.062"
"Netherlands","2010","Women","60-64","0.075"
"Netherlands","2010","Women","65-69","0.066"
"Netherlands","2010","Women","70-74","0.093"
"Netherlands","2010","Women","75-79","0.101"
"Netherlands","2010","Women","80-84","0.18"
"Netherlands","2010","Women","85+","0.204"
"Netherlands","2010","Men","16-19","0.034"
"Netherlands","2010","Men","20-24","0.006"
"Netherlands","2010","Men","25-29","0.009"
"Netherlands","2010","Men","30-34","0.028"
"Netherlands","2010","Men","35-39","0.022"
"Netherlands","2010","Men","40-44","0.036"
"Netherlands","2010","Men","45-49","0.05"
"Netherlands","2010","Men","50-54","0.039"
"Netherlands","2010","Men","55-59","0.089"
"Netherlands","2010","Men","60-64","0.117"
"Netherlands","2010","Men","65-69","0.076"
"Netherlands","2010","Men","70-74","0.057"
"Netherlands","2010","Men","75-79","0.136"
"Netherlands","2010","Men","80-84","0.124"
"Netherlands","2010","Men","85+","0.336"
"Poland","2010","Women","16-19","0.01"
"Poland","2010","Women","20-24","0.022"
"Poland","2010","Women","25-29","0.012"
"Poland","2010","Women","30-34","0.018"
